MM #,mux,muy,sigmax,sigmay,weight,distribution,alpha_azi,alpha_rad,theta_degrees
187,4.843743827300025e-06,0.0002804843065908805,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-0.0
188,3.6874747703553646e-05,0.0002780920011072431,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-6.563950674290481
189,6.842231516097619e-05,0.0002720538455637848,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-13.127901348580991
190,9.907285033832784e-05,0.0002624490015676777,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-19.6918520228715
191,0.00012842451767376215,0.0002494033908315867,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-26.25580269716197
192,-0.00012681744674172116,0.00026841701792308924,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,26.27897195715724
193,-9.5274402185439e-05,0.00028116391766551494,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,19.70922896786793
194,-6.248008529396385e-05,0.0002902181924870877,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,13.13948597857862
195,-2.8865195400344125e-05,0.0002954609294023717,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,6.56974298928931
196,5.128791287649457e-06,0.0002968232736979044,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-0.0
197,3.905541975030653e-05,0.00029428733322543917,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-6.56974298928931
198,7.246911960725265e-05,0.00028788641338584037,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-13.139485978578605
199,0.0001049310569504458,0.00027770457971750407,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-19.709228967867944
200,0.0001360148977047029,0.0002638755538339853,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-26.27897195715721
201,4.2858320313515934e-05,5.093141826604582e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-39.095299338642405
202,5.3863336054995025e-05,3.9109922215641276e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-53.031766446214135
203,6.169724341465793e-05,2.4985898857541345e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-66.96823355378586
204,6.589883499040028e-05,9.390875017528012e-06,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-80.90470066135762
205,5.311580534776154e-05,6.39036561317451e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-38.7477270371314
206,6.714173149024721e-05,4.895869623710541e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-52.915909012377114
207,7.708294628202555e-05,3.1035228970123295e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-67.08409098762283
208,8.233465458304719e-05,1.1223666933579243e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-81.25227296286857
209,6.338411892254721e-05,7.686393986894814e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-38.52460635891305
210,8.042290349794077e-05,5.880279225279862e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-52.841535452971016
211,9.246625299091098e-05,3.708913374002865e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-67.15846454702898
212,9.876609977457083e-05,1.3071699165923506e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-81.47539364108695
213,7.13746032153925e-05,9.164281613341031e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-36.92716394449545
214,8.826039356190865e-05,7.551716799055539e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-48.46358197224771
215,0.00010158007310915728,5.634029180040722e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-60.0
216,0.00011079546781146156,3.4887018294147074e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-71.53641802775229
217,0.00011553423490848311,1.2024154736538097e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-83.07283605550452
218,8.130913292731993e-05,0.00010485764014315763,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-36.805088086910004
219,0.00010072913554025539,8.63709502500545e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-48.40254404345498
220,0.00011603620172523658,6.435759227134535e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-60.00000000000003
221,0.0001266053187708998,3.971640785246537e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-71.59745595654502
222,0.00013200493222901855,1.3453537118421571e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-83.19491191309007
223,8.923348553150062e-05,0.00011959773950275089,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-35.74107230196044
224,0.00010811511549245771,0.00010284627380863601,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-45.444643381176235
225,0.00012390313212667518,8.315195778493768e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-55.14821446039207
226,0.00013614577604380385,6.107832594053967e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-64.8517855396079
227,0.00014449273539148097,3.725699469033768e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-74.55535661882374
228,0.00014870516970269052,1.2369589239841788e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-84.25892769803957
229,9.731874331541016e-05,0.0001341698176943467,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-34.96853346348044
230,0.00011575841644858094,0.0001186274285397008,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-43.312355642320284
231,0.00013174750475754442,0.00010057371809168494,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-51.65617782116013
232,0.0001449475221229761,8.039088014839912e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-59.99999999999997
233,0.00015507902655501955,5.850618175349046e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-68.34382217883984
234,0.00016192753592987537,3.538291802980416e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-76.68764435767969
235,0.0001653480685377262,1.1510604305088087e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-85.03146653651959
236,0.00010685853333873141,0.00014766926316378345,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-34.90410239785801
237,0.00012720511918723102,0.0001305519631533814,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-43.26940159857202
238,0.0001448449392880313,0.00011065668074402934,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-51.63470079928601
239,0.00015940264034442929,8.840676264779762e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-60.0
240,0.00017056845269592332,6.427565927750614e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-68.36529920071399
241,0.00017810478182893279,3.8776850314430564e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-76.73059840142798
242,0.00018185126409071348,1.245291850326996e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-85.09589760214197
243,0.00011639921367859197,0.00016116704228322443,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-34.85078602055155
244,0.00013865220151062352,0.0001424751188087753,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-43.23385734703436
245,0.0001579423170361805,0.00012073863073830103,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-51.61692867351718
246,0.00017385734791058586,9.642206718803891e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-60.0
247,0.00018605720429955817,7.004505115673518e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-68.38307132648282
248,0.00019428118629177972,4.217123565151913e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-76.76614265296564
249,0.00019835355482051932,1.3396258932269799e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-85.14921397944846
250,0.0001242316336461797,0.0001756602493316595,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-34.28152423692812
251,0.00014567793595903026,0.0001583286486027594,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-41.62966016923437
252,0.00016473143205195126,0.0001383964496935263,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-48.97779610154063
253,0.00018107916221925764,0.0001161910452816015,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-56.32593203384687
254,0.0001944526098172412,9.207716616470746e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-63.67406796615313
255,0.00020463211173505608,6.645089044182114e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-71.0222038984594
256,0.00021145046643086018,3.973313780499929e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-78.37033983076566
257,0.00021479568027007594,1.236275580017319e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-85.71847576307192
258,0.00013354316395377508,0.00018909441194804276,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-34.24280918109818
259,0.00015666410098263725,0.00017043131382484555,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-41.60200655792727
260,0.00017720403812754895,0.00014896040460488525,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-48.961203934756384
261,0.00019482458532304618,0.0001250354118738529,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-56.32040131158544
262,0.00020923544868570924,9.90504935982193e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-63.67959868841456
263,0.00022019921302958678,7.143374447634391e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-71.03879606524362
264,0.00022753525321897973,4.2640143190844434e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-78.39799344207273
265,0.00023112270992007295,1.3144056754395173e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-85.75719081890185
266,0.00014285503161657047,0.00020252724478270518,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-34.20935308787719
267,0.00016765032126054075,0.00018253277710779137,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-41.578109348483736
268,0.00018967644604108545,0.00015952332354445342,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-48.946865609090224
269,0.00020856958935253973,0.0001338789428355262,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-56.31562186969674
270,0.00022401768362339885,0.00010602321614369146,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-63.68437813030326
271,0.00023576556489370078,7.641625054789918e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-71.05313439090978
272,0.00024361918748677284,4.5547079222819334e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-78.42189065151629
273,0.00024744882915948515,1.3925583831390237e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-85.79064691212281
274,0.0001506184946781751,0.0002170416952087428,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-33.7703137124783
275,0.00017441905918757987,0.00019842131989865341,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-40.32773528435871
276,0.00019593749157841264,0.00017720476232924366,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-46.88515685623912
277,0.00021489224059171607,0.00015366962397193624,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-53.44257842811956
278,0.0002310352986890695,0.00012812384304982703,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-59.99999999999997
279,0.0002441554470303557,0.00010090166541545008,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-66.55742157188041
280,0.00025408101910120675,7.235927121452016e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-73.11484314376085
281,0.00026068214683030267,4.2870114557215115e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-79.67226471564126
282,0.0002638724598078989,1.2820037173622402e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-86.2296862875217
283,0.0001598328100527295,0.0002305393262085228,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-33.744197302838
284,0.00018513852629130343,0.00021075728737274062,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-40.3081479771285
285,0.00020801703389220803,0.00018821217205249928,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-46.87209865141904
286,0.00022816839036168831,0.00016319955189211712,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-53.43604932570952
287,0.00024532840678421575,0.00013604734809157426,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-60.00000000000003
288,0.00025927211139989946,0.00010711153228420204,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-66.56395067429051
289,0.00026981669903597416,7.677145966674167e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-73.12790134858102
290,0.0002768239277246349,4.542489556551314e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-79.69185202287153
291,0.00028020193108701396,1.3482800641551564e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-86.25580269716201
292,0.00016904723295859767,0.0002440356394829552,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-33.72102804284276
293,0.0001958578942331727,0.00022309201145572337,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-40.29077103213206
294,0.000220096284687238,0.0001992184373387352,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-46.86051402142135
295,0.0002414440729880423,0.00017272845720308556,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-53.430257010710704
296,0.0002596208911006713,0.0001439699733031395,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-59.99999999999997
297,0.0002743880164603598,0.00011332068095348969,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-66.5697429892893
298,0.0002855515072001525,8.118310812314652e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-73.13948597857859
299,0.0002929647492578622,4.7979328893714444e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-79.70922896786792
300,0.0002965303819102709,1.4145420211578176e-05,0.00024029111365040596,7.349581480148122e-05,1.0,pseudo-voigt,0.29,0.77,-86.27897195715721
301,6.553706222592442e-05,-1.1650685022012537e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,80.90470066135762
302,6.0801854206276225e-05,-2.7092056248383346e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,66.96823355378586
303,5.248704485434836e-05,-4.093843071179524e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,53.031766446214164
304,4.108215382414402e-05,-5.23746276727215e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,39.09529933864238
305,8.190009227867721e-05,-1.4047808707758333e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,81.2522729628686
306,7.59703404226225e-05,-3.366709700607505e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,67.08409098762289
307,6.541876984140627e-05,-5.1238175193723745e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,52.91590901237717
308,5.088730797961859e-05,-6.569206901394612e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,38.747727037131426
309,9.825818402274223e-05,-1.6460287248945724e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,81.47539364108698
310,9.11361636533528e-05,-4.024688134892175e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,67.15846454702901
311,7.83532585186789e-05,-6.153355721287339e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,52.841535452971044
312,6.070347343560305e-05,-7.89981018545251e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,38.524606358913076
313,0.00011505230845357598,-1.5990811502859283e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,83.07283605550452
314,0.00010952998268263233,-3.867715897734773e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,71.53641802775232
315,9.958216051035938e-05,-5.9800777930607095e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,60.0
316,8.56107780107546e-05,-7.850818060183324e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,48.46358197224774
317,6.818034091511856e-05,-9.404350506927619e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,36.927163944495476
318,0.0001314639466085214,-1.7986954603166036e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,83.19491191309001
319,0.0001251640048356768,-4.40485151540799e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,71.59745595654505
320,0.00011375341069600442,-6.83115023170379e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,59.99999999999997
321,9.769807753274865e-05,-8.978521838359339e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,48.40254404345498
322,7.765357102981932e-05,-0.00010759285617596238,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,36.805088086910004
323,0.00014819142341032632,-1.7479595587135196e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,84.2589276980396
324,0.00014312504354907772,-4.220729964523901e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,74.55535661882374
325,0.00013396327387950481,-6.572728113769178e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,64.8517855396079
326,0.00012096826990703537,-8.736653770161115e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,55.1482144603921
327,0.00010451187156623484,-0.00010650588216615658,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,45.44464338117626
328,8.506496336742686e-05,-0.0001225976600166851,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,35.74107230196044
329,0.0001648538422021362,-1.719559512834889e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,85.03146653651959
330,0.00016061357492529448,-4.0936015076479056e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,76.68764435767974
331,0.00015297314719922597,-6.380982695940228e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,68.34382217883987
332,0.00014209430550259176,-8.533279629990472e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,60.0
333,0.0001282073529544621,-0.00010504928571406327,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,51.656177821160185
334,0.00011160627383877044,-0.00012254190067258747,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,43.312355642320284
335,9.264251000997995e-05,-0.00013744032566781732,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,34.96853346348044
336,0.00018131459992733176,-1.8707572900596147e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,85.09589760214197
337,0.00017666387619837378,-4.488688313087872e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,76.73059840142798
338,0.0001682539662668094,-7.011105666103515e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,68.36529920071399
339,0.00015626382249154863,-9.384335464469122e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,60.0
340,0.00014094858012727497,-0.00011557878348012084,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,51.63470079928604
341,0.0001226341283655099,-0.00013485484044212554,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,43.269401598572045
342,0.00010171017582044573,-0.00015126135516123584,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,34.90410239785798
343,0.00019777435970936915,-2.0221154884581504e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,85.14921397944849
344,0.00019271317305091722,-4.883876939445146e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,76.76614265296564
345,0.00018353387995560764,-7.641274351675753e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,68.38307132648285
346,0.00017043263362554454,-0.00010235384633113728,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,59.99999999999997
347,0.0001536893958608923,-0.0001261077399021611,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,51.61692867351721
348,0.00013366195452908542,-0.0001471668249802987,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,43.23385734703436
349,0.00011077827796127957,-0.0001650810879393841,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,34.85078602055157
350,0.00021424205517941547,-1.9757626025403402e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,85.71847576307192
351,0.00020995559981636436,-4.6996469010023095e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,78.37033983076563
352,0.00020222055725414447,-7.346338011201678e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,71.02220389845937
353,0.00019116397801576375,-9.872363193707966e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,63.67406796615316
354,0.0001769674699157382,-0.0001223623168515605,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,56.32593203384687
355,0.00015986421509424167,-0.0001439911619717037,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,48.97779610154063
356,0.00014013513992662739,-0.0001632549066686939,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,41.62966016923434
357,0.00011810430071877142,-0.00017983713783695904,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,34.28152423692809
358,0.00023053214643757223,-2.1104566511698297e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,85.75719081890182
359,0.00022592989786399288,-5.045943439959168e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,78.39799344207273
360,0.00021760551360961358,-7.898299636920108e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,71.03879606524362
361,0.00020569613571693018,-0.00010620533423460044,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,63.67959868841453
362,0.00019039796805630046,-0.0001316779671349498,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,56.32040131158544
363,0.00017196304391875337,-0.00015498124013879177,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,48.96120393475633
364,0.00015069507383376718,-0.0001757312379487392,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,41.60200655792727
365,0.0001269444420181271,-0.00019358610980508726,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,34.24280918109815
366,0.00024682125474857736,-2.2452464047026738e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,85.79064691212281
367,0.00024190318262894036,-5.392304861035486e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,78.42189065151629
368,0.0002329894737061635,-8.450295899890172e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,71.05313439090978
369,0.00022022736020364014,-0.00011368709141842476,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,63.68437813030326
370,0.00020382764038306468,-0.0001409933968429628,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,56.31562186969677
371,0.0001840611966832876,-0.00016597084326158394,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,48.946865609090224
372,0.00016125452141853034,-0.00018820686560145963,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,41.57810934848371
373,0.00013578432394025633,-0.00020733418027313457,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,34.20935308787719
374,0.00026327286907029814,-2.1918595066699376e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,86.22968628752176
