file,n,sr_mean,sr_std,sa_mean,sa_std
20260125T120122Z_1_A_eff1_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769342487.csv,600,5.717156557302862,0.6350066293349201,0.8665304541716456,0.3904530678653526
20260125T120122Z_2_A_eff1_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769342492.csv,600,5.689896969097264,0.6679209194259891,0.8476487346070402,0.2180795446868281
20260125T120122Z_3_A_eff1_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769342497.csv,600,4.101771710908098,0.40951222269065424,1.2732139601618353,0.2774873447612997
20260125T120122Z_4_A_eff1_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769342502.csv,600,4.078896946724138,0.4179168084946305,1.2593846525794565,0.17344693287338925
20260125T120122Z_5_A_eff6_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769342506.csv,600,5.6830970051756795,0.64307400290724,0.8546063516958444,0.2849237466137732
20260125T120122Z_6_A_eff6_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769342511.csv,600,5.693090768928236,0.6121406487200158,0.8496107499047822,0.20086760440869011
20260125T120122Z_7_A_eff6_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769342516.csv,600,4.1146130087461925,0.4947682621548262,1.2751004596801991,0.24421902619368285
20260125T120122Z_8_A_eff6_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769342521.csv,600,4.0773297574303555,0.4116652335970545,1.26015794872915,0.18292909534261265
20260125T120728Z_1_A_eff1_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769342852.csv,600,5.700497016428071,0.6536385197372715,0.8534426215971405,0.2625255639342649
20260125T120728Z_2_A_eff1_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769342857.csv,600,5.695067504746147,0.6000005164846167,0.8523856334522998,0.232508992129722
20260125T120728Z_3_A_eff1_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769342862.csv,600,4.02214770606469,1.9082761060094335,1.2490301866960407,0.6268217538849901
20260125T120728Z_4_A_eff1_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769342867.csv,600,4.026300394956954,2.0460635822749094,1.2451122772974947,0.6548145606938498
20260125T120728Z_5_A_eff6_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769342872.csv,600,5.689713065052028,0.605089769590799,0.8543427024472419,0.2903193923323472
20260125T120728Z_6_A_eff6_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769342876.csv,600,5.686516577176214,0.6159606132794371,0.8553921500504361,0.28529804209510545
20260125T120728Z_7_A_eff6_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769342881.csv,600,4.04911180402688,2.009654950999975,1.2520934822744023,0.6271181077275542
20260125T120728Z_8_A_eff6_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769342886.csv,600,4.025431104572162,1.9724066303859542,1.2485577899469293,0.6271173583225441
20260125T121017Z_1_A_eff1_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343021.csv,600,5.695981911341795,0.5878174653968617,0.8534880795417318,0.235711471079917
20260125T121017Z_2_A_eff1_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343026.csv,600,5.683808647857018,0.6100497872586897,0.8487830291024735,0.21047435527858147
20260125T121017Z_3_A_eff1_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343031.csv,600,4.0314311757975725,2.009978107455074,1.251181600788334,0.6460744863797647
20260125T121017Z_4_A_eff1_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343036.csv,600,4.101379924224641,2.0678558858506952,1.2710623097515572,0.6528174394784492
20260125T121017Z_5_A_eff6_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343040.csv,600,5.709917304178705,0.6618307676301199,0.8554277979066893,0.2593784234599149
20260125T121017Z_6_A_eff6_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343045.csv,600,5.687485402390701,0.6151877969339853,0.8490222281017157,0.21094347405868744
20260125T121017Z_7_A_eff6_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343050.csv,600,4.135288648453108,2.093876308938759,1.2804236782407805,0.662790992514989
20260125T121017Z_8_A_eff6_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343055.csv,600,4.1310078494708025,2.064848586907262,1.278842393592552,0.6552302050960949
20260125T121116Z_1_A_eff1_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343081.csv,600,5.6785102220236165,0.6352535721879266,0.8470177382962241,0.19745325450436893
20260125T121116Z_1_A_eff1_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343117.csv,600,5.6785102220236165,0.6352535721879266,0.8470177382962241,0.19745325450436893
20260125T121116Z_2_A_eff1_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343086.csv,600,5.682726222151235,0.6508407946158228,0.846402603325619,0.21436116541870012
20260125T121116Z_2_A_eff1_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343119.csv,600,5.682726222151235,0.6508407946158228,0.846402603325619,0.21436116541870012
