combo_id,A_eff,MM_PSF,Alignment,Thermal,Gravity offload,distribution_type,distribution_fixed_variable,distribution_variability_level,distribution_symmetry,A_eff_row,input_file,hew_origin_arcsec,hew_best_arcsec,eef90_origin_arcsec,eef90_best_arcsec,hew_opt_arcsec,eef90_opt_arcsec
1,1 keV,"Fixed Sym Gaussian 8""",0,0,0,gaussian,fixed,-,Symmetric,1,20260203T102454Z_1_A_eff1_keV_row1_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
2,1 keV,"Fixed Sym Gaussian 8""",0,0,0,gaussian,fixed,-,Symmetric,2,20260203T102454Z_2_A_eff1_keV_row2_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
3,1 keV,"Fixed Sym Gaussian 8""",0,0,0,gaussian,fixed,-,Symmetric,3,20260203T102454Z_3_A_eff1_keV_row3_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
4,1 keV,"Fixed Sym Gaussian 8""",0,0,0,gaussian,fixed,-,Symmetric,4,20260203T102454Z_4_A_eff1_keV_row4_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
5,1 keV,"Fixed Sym Gaussian 8""",0,0,0,gaussian,fixed,-,Symmetric,5,20260203T102454Z_5_A_eff1_keV_row5_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
6,1 keV,"Fixed Sym Gaussian 8""",0,0,0,gaussian,fixed,-,Symmetric,6,20260203T102454Z_6_A_eff1_keV_row6_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
7,1 keV,"Fixed Sym Gaussian 8""",0,0,0,gaussian,fixed,-,Symmetric,7,20260203T102454Z_7_A_eff1_keV_row7_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
8,1 keV,"Fixed Sym Gaussian 8""",0,0,0,gaussian,fixed,-,Symmetric,8,20260203T102454Z_8_A_eff1_keV_row8_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
9,1 keV,"Fixed Sym Gaussian 8""",0,0,0,gaussian,fixed,-,Symmetric,9,20260203T102454Z_9_A_eff1_keV_row9_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
10,1 keV,"Fixed Sym Gaussian 8""",0,0,0,gaussian,fixed,-,Symmetric,10,20260203T102454Z_10_A_eff1_keV_row10_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
11,1 keV,"Fixed Sym Gaussian 8""",0,0,0,gaussian,fixed,-,Symmetric,11,20260203T102454Z_11_A_eff1_keV_row11_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
12,1 keV,"Fixed Sym Gaussian 8""",0,0,0,gaussian,fixed,-,Symmetric,12,20260203T102454Z_12_A_eff1_keV_row12_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
13,1 keV,"Fixed Sym Gaussian 8""",0,0,0,gaussian,fixed,-,Symmetric,13,20260203T102454Z_13_A_eff1_keV_row13_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
14,1 keV,"Fixed Sym Gaussian 8""",0,0,0,gaussian,fixed,-,Symmetric,14,20260203T102454Z_14_A_eff1_keV_row14_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
15,1 keV,"Fixed Sym Gaussian 8""",0,0,0,gaussian,fixed,-,Symmetric,15,20260203T102454Z_15_A_eff1_keV_row15_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
16,1 keV,"Fixed Sym Gaussian 8""",0,0,GZ,gaussian,fixed,-,Symmetric,1,20260203T102454Z_16_A_eff1_keV_row1_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offloadGZ.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
17,1 keV,"Fixed Sym Gaussian 8""",0,0,GZ,gaussian,fixed,-,Symmetric,2,20260203T102454Z_17_A_eff1_keV_row2_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offloadGZ.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
18,1 keV,"Fixed Sym Gaussian 8""",0,0,GZ,gaussian,fixed,-,Symmetric,3,20260203T102454Z_18_A_eff1_keV_row3_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offloadGZ.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
19,1 keV,"Fixed Sym Gaussian 8""",0,0,GZ,gaussian,fixed,-,Symmetric,4,20260203T102454Z_19_A_eff1_keV_row4_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offloadGZ.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
20,1 keV,"Fixed Sym Gaussian 8""",0,0,GZ,gaussian,fixed,-,Symmetric,5,20260203T102454Z_20_A_eff1_keV_row5_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offloadGZ.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
21,1 keV,"Fixed Sym Gaussian 8""",0,0,GZ,gaussian,fixed,-,Symmetric,6,20260203T102454Z_21_A_eff1_keV_row6_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offloadGZ.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
22,1 keV,"Fixed Sym Gaussian 8""",0,0,GZ,gaussian,fixed,-,Symmetric,7,20260203T102454Z_22_A_eff1_keV_row7_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offloadGZ.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
23,1 keV,"Fixed Sym Gaussian 8""",0,0,GZ,gaussian,fixed,-,Symmetric,8,20260203T102454Z_23_A_eff1_keV_row8_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offloadGZ.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
24,1 keV,"Fixed Sym Gaussian 8""",0,0,GZ,gaussian,fixed,-,Symmetric,9,20260203T102454Z_24_A_eff1_keV_row9_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offloadGZ.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
25,1 keV,"Fixed Sym Gaussian 8""",0,0,GZ,gaussian,fixed,-,Symmetric,10,20260203T102454Z_25_A_eff1_keV_row10_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offloadGZ.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
26,1 keV,"Fixed Sym Gaussian 8""",0,0,GZ,gaussian,fixed,-,Symmetric,11,20260203T102454Z_26_A_eff1_keV_row11_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offloadGZ.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
27,1 keV,"Fixed Sym Gaussian 8""",0,0,GZ,gaussian,fixed,-,Symmetric,12,20260203T102454Z_27_A_eff1_keV_row12_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offloadGZ.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
28,1 keV,"Fixed Sym Gaussian 8""",0,0,GZ,gaussian,fixed,-,Symmetric,13,20260203T102454Z_28_A_eff1_keV_row13_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offloadGZ.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
29,1 keV,"Fixed Sym Gaussian 8""",0,0,GZ,gaussian,fixed,-,Symmetric,14,20260203T102454Z_29_A_eff1_keV_row14_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offloadGZ.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
30,1 keV,"Fixed Sym Gaussian 8""",0,0,GZ,gaussian,fixed,-,Symmetric,15,20260203T102454Z_30_A_eff1_keV_row15_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal0_Gravity_offloadGZ.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
31,1 keV,"Fixed Sym Gaussian 8""",0,30 deg FMS Tilt,0,gaussian,fixed,-,Symmetric,1,20260203T102454Z_31_A_eff1_keV_row1_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal30_deg_FMS_Tilt_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
32,1 keV,"Fixed Sym Gaussian 8""",0,30 deg FMS Tilt,0,gaussian,fixed,-,Symmetric,2,20260203T102454Z_32_A_eff1_keV_row2_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal30_deg_FMS_Tilt_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
33,1 keV,"Fixed Sym Gaussian 8""",0,30 deg FMS Tilt,0,gaussian,fixed,-,Symmetric,3,20260203T102454Z_33_A_eff1_keV_row3_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal30_deg_FMS_Tilt_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
34,1 keV,"Fixed Sym Gaussian 8""",0,30 deg FMS Tilt,0,gaussian,fixed,-,Symmetric,4,20260203T102454Z_34_A_eff1_keV_row4_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal30_deg_FMS_Tilt_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
35,1 keV,"Fixed Sym Gaussian 8""",0,30 deg FMS Tilt,0,gaussian,fixed,-,Symmetric,5,20260203T102454Z_35_A_eff1_keV_row5_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal30_deg_FMS_Tilt_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
36,1 keV,"Fixed Sym Gaussian 8""",0,30 deg FMS Tilt,0,gaussian,fixed,-,Symmetric,6,20260203T102454Z_36_A_eff1_keV_row6_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal30_deg_FMS_Tilt_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
37,1 keV,"Fixed Sym Gaussian 8""",0,30 deg FMS Tilt,0,gaussian,fixed,-,Symmetric,7,20260203T102454Z_37_A_eff1_keV_row7_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal30_deg_FMS_Tilt_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
38,1 keV,"Fixed Sym Gaussian 8""",0,30 deg FMS Tilt,0,gaussian,fixed,-,Symmetric,8,20260203T102454Z_38_A_eff1_keV_row8_MM_PSFFixed_Sym_Gaussian_8_Alignment0_Thermal30_deg_FMS_Tilt_Gravity_offload0.csv,7.991128375301884,7.991173830523128,14.574067553188824,14.574155104657825,,
