MM #,m_rad,m_azi,sigma_rad,sigma_azi,distribution,alpha_azi,alpha_rad,weight,theta_degrees,theta_position,mux,muy,sigmax,sigmay
141,0.0,0.0,4.305890658025038e-05,0.00014425584490098574,pseudo-voigt,0.2805367840553009,0.6494528898797615,0.0,8.365299200713991,8.365299200713991,0.0,0.0,4.305890658025038e-05,0.00014425584490098574
142,0.0,0.0,5.468467884084309e-05,0.00023204284536156,pseudo-voigt,0.2629940735330104,0.8204026046985667,0.0,34.90410239785798,34.90410239785798,0.0,-0.0,5.468467884084309e-05,0.00023204284536156
143,0.0,0.0,5.906655330908626e-05,8.844089857962302e-05,pseudo-voigt,0.2493231525796108,0.8652129286476755,0.0,-0.0,-0.0,0.0,0.0,5.906655330908626e-05,8.844089857962302e-05
144,0.0,0.0,0.00011421398755616485,1.0527740565503822e-05,pseudo-voigt,0.2815946553707415,0.7926563841446937,0.0,-8.38307132648282,-8.38307132648282,0.0,0.0,0.00011421398755616485,1.0527740565503822e-05
145,0.0,0.0,0.0001820927841767045,0.0003107099298596945,pseudo-voigt,0.2921706228176597,0.8752946032804932,0.0,-68.38307132648282,-68.38307132648282,-0.0,0.0,0.0001820927841767045,0.0003107099298596945
146,0.0,0.0,0.0002612414005073888,0.00022376441201022427,pseudo-voigt,0.2950071421957246,0.8676946148043576,0.0,43.233857347034366,43.233857347034366,0.0,0.0,0.0002612414005073888,0.00022376441201022427
147,0.0,0.0,0.0003517392753247616,0.00015969482540594926,pseudo-voigt,0.3139531255455807,0.8474827705006593,0.0,-76.76614265296564,-76.76614265296564,0.0,0.0,0.0003517392753247616,0.00015969482540594926
148,0.0,0.0,0.0003941923094382031,0.0003016247660226611,pseudo-voigt,0.2994258457956763,0.8575397018610421,0.0,85.14921397944849,85.14921397944849,0.0,-0.0,0.0003941923094382031,0.0003016247660226611
149,0.0,0.0,0.0002617290588637351,0.00011869423258203019,pseudo-voigt,0.3122780599669844,0.6739728412636987,0.0,-43.23385734703436,-43.23385734703436,0.0,0.0,0.0002617290588637351,0.00011869423258203019
150,0.0,0.0,0.00011271509184572774,0.00015190646606319028,pseudo-voigt,0.282734426242036,0.714824121884955,0.0,11.02220389845938,11.02220389845938,0.0,0.0,0.00011271509184572774,0.00015190646606319028
151,0.0,0.0,0.0002856615515860125,0.00010968880910656451,pseudo-voigt,0.2598440854218882,0.817260399425873,0.0,78.37033983076563,78.37033983076563,0.0,-0.0,0.0002856615515860125,0.00010968880910656451
152,0.0,0.0,0.00026542362999353546,0.00037427133504169683,pseudo-voigt,0.2478017512513114,0.7882891287622014,0.0,85.7184757630719,85.7184757630719,0.0,0.0,0.00026542362999353546,0.00037427133504169683
153,0.0,0.0,0.00024512178493499515,0.00025650127510964564,pseudo-voigt,0.3149723619608779,0.7231207463959425,0.0,-48.97779610154063,-48.97779610154063,0.0,0.0,0.00024512178493499515,0.00025650127510964564
154,0.0,0.0,0.00026621932193646213,0.0002942318458259175,pseudo-voigt,0.2857115279951287,0.7749220927957969,0.0,-78.3703398307656,-78.3703398307656,-0.0,0.0,0.00026621932193646213,0.0002942318458259175
155,0.0,0.0,0.00014493272597140283,0.0002445911367882011,pseudo-voigt,0.3217041553387907,0.8675945250338677,0.0,-56.32593203384684,-56.32593203384684,-0.0,0.0,0.00014493272597140283,0.0002445911367882011
156,0.0,0.0,0.00011202338368882941,6.652476954492698e-05,pseudo-voigt,0.3179063603066808,0.8191069562005996,0.0,3.6740679661531317,3.6740679661531317,0.0,0.0,0.00011202338368882941,6.652476954492698e-05
157,0.0,0.0,0.000283678238003259,7.072225352362063e-05,pseudo-voigt,0.268414768693245,0.835261628673522,0.0,-71.02220389845934,-71.02220389845934,-0.0,0.0,0.000283678238003259,7.072225352362063e-05
158,0.0,0.0,0.00035360381488652807,0.0003282550638233313,pseudo-voigt,0.3134705430915554,0.8569017758767059,0.0,63.67959868841453,63.67959868841453,0.0,-0.0,0.00035360381488652807,0.0003282550638233313
159,0.0,0.0,0.0002448551606404768,3.614970887903127e-05,pseudo-voigt,0.3381462573989027,0.7711071623524809,0.0,34.24280918109815,34.24280918109815,0.0,-0.0,0.0002448551606404768,3.614970887903127e-05
160,0.0,0.0,0.0004002817910074303,0.0002093633551670156,pseudo-voigt,0.2712161378442693,0.763543880231777,0.0,85.75719081890182,85.75719081890182,0.0,-0.0,0.0004002817910074303,0.0002093633551670156
161,0.0,0.0,0.00033087842388851603,0.00017377409591399964,pseudo-voigt,0.2991487418585891,0.7581105882734461,0.0,71.03879606524362,71.03879606524362,0.0,-0.0,0.00033087842388851603,0.00017377409591399964
162,0.0,0.0,0.00042495290751800604,7.322775125227914e-05,pseudo-voigt,0.2733119111387183,0.674936628083454,0.0,-78.39799344207276,-78.39799344207276,-0.0,0.0,0.00042495290751800604,7.322775125227914e-05
163,0.0,0.0,0.00020228300440729665,0.00021234923889999557,pseudo-voigt,0.2847130734156788,0.7915134641793973,0.0,18.397993442072732,18.397993442072732,0.0,0.0,0.00020228300440729665,0.00021234923889999557
164,0.0,0.0,0.00027413936692278736,0.0002452853277071586,pseudo-voigt,0.298059156986887,0.7459895942210214,0.0,48.96120393475633,48.96120393475633,0.0,-0.0,0.00027413936692278736,0.0002452853277071586
165,0.0,0.0,1.88410705598928e-05,0.00021092402776674873,pseudo-voigt,0.2510955025018893,0.8802654865298766,0.0,-11.038796065243645,-11.038796065243645,-0.0,0.0,1.88410705598928e-05,0.00021092402776674873
166,0.0,0.0,0.0003101279808898578,0.0002867511935022429,pseudo-voigt,0.2966693319098497,0.7472533423545831,0.0,-63.68437813030326,-63.68437813030326,-0.0,0.0,0.0003101279808898578,0.0002867511935022429
167,0.0,0.0,0.0002770286764751697,0.0002975318345816303,pseudo-voigt,0.3111858639255905,0.8048533998122825,0.0,78.42189065151629,78.42189065151629,0.0,-0.0,0.0002770286764751697,0.0002975318345816303
168,0.0,0.0,3.97241523347342e-05,0.00019558295671221206,pseudo-voigt,0.3257051459721748,0.8034880193385695,0.0,25.790646912122767,25.790646912122767,0.0,-0.0,3.97241523347342e-05,0.00019558295671221206
169,0.0,0.0,0.00021313773765219978,0.0002498002623139902,pseudo-voigt,0.3369302249503734,0.808075117018397,0.0,41.57810934848373,41.57810934848373,0.0,0.0,0.00021313773765219978,0.0002498002623139902
170,0.0,0.0,0.0003377815106977426,3.229399886878771e-05,pseudo-voigt,0.2575312444294977,0.7902678967832975,0.0,-78.42189065151629,-78.42189065151629,0.0,0.0,0.0003377815106977426,3.229399886878771e-05
171,0.0,0.0,0.0004139834015347813,0.0002955822723129621,pseudo-voigt,0.3264066499852396,0.8676829440258785,0.0,-85.79064691212281,-85.79064691212281,0.0,0.0,0.0004139834015347813,0.0002955822723129621
172,0.0,0.0,0.00022524053509421783,0.00027323808836727555,pseudo-voigt,0.2897205642132952,0.738500800345655,0.0,56.31562186969675,56.31562186969675,0.0,0.0,0.00022524053509421783,0.00027323808836727555
173,0.0,0.0,8.976112872325432e-05,8.343638502630963e-05,pseudo-voigt,0.3202313573183465,0.5409811091536167,0.0,3.6843781303032586,3.6843781303032586,0.0,0.0,8.976112872325432e-05,8.343638502630963e-05
174,0.0,0.0,0.00013816035989448026,0.0001948134351768512,pseudo-voigt,0.3404879439594564,0.7459507740928875,0.0,-13.114843143760893,-13.114843143760893,-0.0,0.0,0.00013816035989448026,0.0001948134351768512
175,0.0,0.0,2.71656295396184e-05,0.0001967321778481078,pseudo-voigt,0.2735141315390736,0.699303609191963,0.0,-19.672264715641276,-19.672264715641276,-0.0,0.0,2.71656295396184e-05,0.0001967321778481078
176,0.0,0.0,8.195406852224977e-05,0.0002814015414238459,pseudo-voigt,0.2849049842112414,0.9068936114288917,0.0,53.44257842811962,53.44257842811962,0.0,-0.0,8.195406852224977e-05,0.0002814015414238459
177,0.0,0.0,0.00033253488640542296,2.556906836077305e-05,pseudo-voigt,0.2518894433391807,0.7275229202813338,0.0,-79.67226471564126,-79.67226471564126,0.0,0.0,0.00033253488640542296,2.556906836077305e-05
178,0.0,0.0,0.0003055669841644622,7.48440036431047e-05,pseudo-voigt,0.3000462585081994,0.7398980285108236,0.0,73.11484314376087,73.11484314376087,0.0,0.0,0.0003055669841644622,7.48440036431047e-05
179,0.0,0.0,0.00013436770263727834,0.00019838407341982392,pseudo-voigt,0.306697741434241,0.7984951178659788,0.0,19.67226471564129,19.67226471564129,0.0,-0.0,0.00013436770263727834,0.00019838407341982392
180,0.0,0.0,0.00014908511269658557,0.00018302896047106248,pseudo-voigt,0.3277630558084159,0.7397061289306069,0.0,-26.229686287521716,-26.229686287521716,0.0,0.0,0.00014908511269658557,0.00018302896047106248
181,0.0,0.0,0.0003046361632133036,0.00020171084876151443,pseudo-voigt,0.2863656530305818,0.7591942703841055,0.0,-66.55742157188044,-66.55742157188044,-0.0,0.0,0.0003046361632133036,0.00020171084876151443
182,0.0,0.0,0.00038442604104555963,6.215607153892973e-05,pseudo-voigt,0.3255551909466199,0.781922066705546,0.0,-86.2296862875217,-86.2296862875217,0.0,0.0,0.00038442604104555963,6.215607153892973e-05
183,0.0,0.0,0.0002977740028464727,0.00013141475144061877,pseudo-voigt,0.2633822068180074,0.7909726533838346,0.0,-73.12790134858102,-73.12790134858102,0.0,0.0,0.0002977740028464727,0.00013141475144061877
184,0.0,0.0,2.8127264146283426e-05,0.0002859370612179034,pseudo-voigt,0.3172688678519182,0.7313968471198508,0.0,66.56395067429048,66.56395067429048,0.0,-0.0,2.8127264146283426e-05,0.0002859370612179034
185,0.0,0.0,0.0004187840694686585,0.00025296769832182505,pseudo-voigt,0.2718382018837261,0.8237445111220818,0.0,-86.25580269716201,-86.25580269716201,0.0,0.0,0.0004187840694686585,0.00025296769832182505
186,0.0,0.0,0.0001936412773372096,0.0003480407466127953,pseudo-voigt,0.2478778480139474,0.7418926247328917,0.0,-79.69185202287153,-79.69185202287153,0.0,0.0,0.0001936412773372096,0.0003480407466127953
187,0.0,0.0,0.0003214738397527062,0.00013885071557677222,pseudo-voigt,0.2846280376868199,0.5441427947965266,0.0,73.12790134858102,73.12790134858102,0.0,-0.0,0.0003214738397527062,0.00013885071557677222
188,0.0,0.0,4.3307783202494494e-05,8.325768725828603e-05,pseudo-voigt,0.3087554759038496,0.8600137324439135,0.0,-6.563950674290496,-6.563950674290496,-0.0,0.0,4.3307783202494494e-05,8.325768725828603e-05
189,0.0,0.0,0.00013819278698077794,0.00016827765747210642,pseudo-voigt,0.2720308531560229,0.8522794509970667,0.0,19.6918520228715,19.6918520228715,0.0,0.0,0.00013819278698077794,0.00016827765747210642
190,0.0,0.0,0.0001904748400144665,0.0002824854518289359,pseudo-voigt,0.2977588568245613,0.8034168902892246,0.0,-66.56395067429051,-66.56395067429051,0.0,0.0,0.0001904748400144665,0.0002824854518289359
191,0.0,0.0,0.0001000611109801406,0.00026545047977512444,pseudo-voigt,0.2840878197280211,0.8237945691375567,0.0,40.30814797712847,40.30814797712847,0.0,-0.0,0.0001000611109801406,0.00026545047977512444
192,0.0,0.0,0.00014778700688552093,0.00037605838356774676,pseudo-voigt,0.3471409215198832,0.8557230020719604,0.0,-79.70922896786794,-79.70922896786794,-0.0,0.0,0.00014778700688552093,0.00037605838356774676
193,0.0,0.0,8.271813149134258e-05,0.00018196013191601677,pseudo-voigt,0.2801381927653251,0.7801670447899328,0.0,13.139485978578648,13.139485978578648,0.0,-0.0,8.271813149134258e-05,0.00018196013191601677
194,0.0,0.0,0.00020345876194378173,7.483059661185431e-05,pseudo-voigt,0.3094918132254053,0.843796840466795,0.0,-26.27897195715721,-26.27897195715721,0.0,0.0,0.00020345876194378173,7.483059661185431e-05
195,0.0,0.0,0.00026713909982809236,0.00024656024774696443,pseudo-voigt,0.2539104244188383,0.8751084676239227,0.0,-59.99999999999997,-59.99999999999997,0.0,0.0,0.00026713909982809236,0.00024656024774696443
196,0.0,0.0,0.0002523278144930592,0.0003440149547005531,pseudo-voigt,0.2592881045193118,0.743272712955057,0.0,73.13948597857862,73.13948597857862,0.0,0.0,0.0002523278144930592,0.0003440149547005531
197,0.0,0.0,0.0002501930356949106,0.00020180863747481977,pseudo-voigt,0.3480972708373919,0.5248736498503735,0.0,53.430257010710704,53.430257010710704,0.0,-0.0,0.0002501930356949106,0.00020180863747481977
198,0.0,0.0,4.229647207009019e-05,0.00020400653101461394,pseudo-voigt,0.3142914126507941,0.7824092392386751,0.0,-33.72102804284276,-33.72102804284276,0.0,0.0,4.229647207009019e-05,0.00020400653101461394
199,0.0,0.0,0.00015692636920483608,0.00022959639615985822,pseudo-voigt,0.3077522804592231,0.76837788676077,0.0,-33.72102804284276,-33.72102804284276,-0.0,0.0,0.00015692636920483608,0.00022959639615985822
200,0.0,0.0,0.0002738975654884809,0.0001824462861285009,pseudo-voigt,0.2477291314843198,0.7387770282420337,0.0,-53.430257010710676,-53.430257010710676,-0.0,0.0,0.0002738975654884809,0.0001824462861285009
201,0.0,0.0,0.00015338918105037085,0.00013834248008486312,pseudo-voigt,0.249970344006372,0.8081160285667524,0.0011432763066666666,-20.904700661357595,-20.904700661357595,0.0,0.0,0.00015338918105037085,0.00013834248008486312
202,0.0,0.0,8.983394079925177e-05,0.00021954970597963636,pseudo-voigt,0.2718605210343082,0.7702547101696259,0.0011432763066666666,20.90470066135761,20.90470066135761,0.0,-0.0,8.983394079925177e-05,0.00021954970597963636
203,0.0,0.0,9.490944021388609e-05,0.0001591355513041296,pseudo-voigt,0.306412983574331,0.7653000418234982,0.0011432763066666666,-20.904700661357595,-20.904700661357595,-0.0,0.0,9.490944021388609e-05,0.0001591355513041296
204,0.0,0.0,0.00017245126960842202,5.289787966297048e-05,pseudo-voigt,0.3322240750859294,0.7105676625560006,0.0011432763066666666,6.968233553785851,6.968233553785851,0.0,0.0,0.00017245126960842202,5.289787966297048e-05
205,0.0,0.0,0.0003317637998720727,0.0002003251664581779,pseudo-voigt,0.2944938700058825,0.769582232820099,0.0,67.08409098762289,67.08409098762289,0.0,-0.0,0.0003317637998720727,0.0002003251664581779
206,0.0,0.0,0.00019888061848346867,0.00015294890099739407,pseudo-voigt,0.3221692748299129,0.8868445847905165,0.0,7.084090987622858,7.084090987622858,0.0,0.0,0.00019888061848346867,0.00015294890099739407
207,0.0,0.0,5.637919522756789e-05,0.0003547677762466536,pseudo-voigt,0.2904579120431857,0.7343087211695918,0.0,81.2522729628686,81.2522729628686,0.0,-0.0,5.637919522756789e-05,0.0003547677762466536
208,0.0,0.0,0.00023135267419624074,0.00035796844234076787,pseudo-voigt,0.2909440619131256,0.712561673357996,0.0,-67.08409098762289,-67.08409098762289,-0.0,0.0,0.00023135267419624074,0.00035796844234076787
209,0.0,0.0,0.00023402099655124554,0.00012875610270622362,pseudo-voigt,0.2952960394611291,0.7753757937259688,0.0,-38.52460635891305,-38.52460635891305,0.0,0.0,0.00023402099655124554,0.00012875610270622362
210,0.0,0.0,0.00031114291611229836,6.563284098023007e-05,pseudo-voigt,0.2886791745506473,0.7857534755507679,0.0,-81.47539364108692,-81.47539364108692,-0.0,0.0,0.00031114291611229836,6.563284098023007e-05
211,0.0,0.0,0.00018610743291475873,0.00019220769446058454,pseudo-voigt,0.2810633585814659,0.6609326435742935,0.0,-7.158464547028984,-7.158464547028984,0.0,0.0,0.00018610743291475873,0.00019220769446058454
212,0.0,0.0,0.0002698444190232222,0.0001381254587898544,pseudo-voigt,0.3135451034318701,0.7843395274629469,0.0,52.841535452971044,52.841535452971044,0.0,-0.0,0.0002698444190232222,0.0001381254587898544
213,0.0,0.0,0.0001790507992551865,0.0002311388631136583,pseudo-voigt,0.3068188273035891,0.7237676231049543,0.0,-48.46358197224771,-48.46358197224771,0.0,0.0,0.0001790507992551865,0.0002311388631136583
214,0.0,0.0,0.00017265149310815003,2.650967281785396e-05,pseudo-voigt,0.2836011258284813,0.7626260306431718,0.0,-11.536418027752276,-11.536418027752276,0.0,0.0,0.00017265149310815003,2.650967281785396e-05
215,0.0,0.0,0.00025704882356879704,0.0001307212198211163,pseudo-voigt,0.2490506170814926,0.6845282198691147,0.0,48.46358197224774,48.46358197224774,0.0,-0.0,0.00025704882356879704,0.0001307212198211163
216,0.0,0.0,4.532520240232959e-05,0.0002115560609748807,pseudo-voigt,0.3135677297732113,0.7699504087743112,0.0,-23.072836055504595,-23.072836055504595,-0.0,0.0,4.532520240232959e-05,0.0002115560609748807
217,0.0,0.0,0.0002902083038112337,0.00021903932867853998,pseudo-voigt,0.3108342921948332,0.7494974088958146,0.0,71.53641802775226,71.53641802775226,0.0,0.0,0.0002902083038112337,0.00021903932867853998
218,0.0,0.0,9.341375272334886e-05,0.00025538334633095207,pseudo-voigt,0.3155759946264294,0.781691726391336,0.0,-48.40254404345495,-48.40254404345495,-0.0,0.0,9.341375272334886e-05,0.00025538334633095207
219,0.0,0.0,0.0002773373570368946,0.0001001283849171433,pseudo-voigt,0.2893987782116624,0.6966650582864461,0.0,48.40254404345498,48.40254404345498,0.0,-0.0,0.0002773373570368946,0.0001001283849171433
220,0.0,0.0,0.00019926366835094816,0.00021622893584897075,pseudo-voigt,0.2710710062698206,0.8042339068392566,0.0,-23.194911913090024,-23.194911913090024,0.0,0.0,0.00019926366835094816,0.00021622893584897075
221,0.0,0.0,6.608181884102079e-06,0.00018604017812709787,pseudo-voigt,0.2952435415323075,0.8238315986598237,0.0,-23.194911913089996,-23.194911913089996,-0.0,0.0,6.608181884102079e-06,0.00018604017812709787
222,0.0,0.0,1.650349229915558e-05,0.000315992705427387,pseudo-voigt,0.322446188493071,0.6968032976441042,0.0,71.597455956545,71.597455956545,0.0,0.0,1.650349229915558e-05,0.000315992705427387
223,0.0,0.0,6.462086988455264e-05,0.0003136960322849226,pseudo-voigt,0.2657189209914826,0.7938021858857484,0.0,64.8517855396079,64.8517855396079,0.0,0.0,6.462086988455264e-05,0.0003136960322849226
224,0.0,0.0,0.00026098740657468897,6.595057439860296e-05,pseudo-voigt,0.3281020821211859,0.8427139845816553,0.0,45.44464338117625,45.44464338117625,0.0,0.0,0.00026098740657468897,6.595057439860296e-05
225,0.0,0.0,0.00015722305603589238,0.00021034541570721016,pseudo-voigt,0.3169990002339471,0.8704204155745794,0.0,24.25892769803957,24.25892769803957,0.0,0.0,0.00015722305603589238,0.00021034541570721016
226,0.0,0.0,0.00016005479797419182,0.00027786319239124155,pseudo-voigt,0.3299320691148069,0.6599871176831164,0.0,-55.14821446039207,-55.14821446039207,0.0,0.0,0.00016005479797419182,0.00027786319239124155
227,0.0,0.0,0.0001120494423463596,0.00020941713205780454,pseudo-voigt,0.2758647802050893,0.7474935457234415,0.0,14.555356618823751,14.555356618823751,0.0,0.0,0.0001120494423463596,0.00020941713205780454
228,0.0,0.0,0.0002187831835595991,0.00019207132908133476,pseudo-voigt,0.3297650969839183,0.8276439590826886,0.0,-24.258927698039585,-24.258927698039585,0.0,0.0,0.0002187831835595991,0.00019207132908133476
229,0.0,0.0,0.00023126513688791808,0.000360751657824478,pseudo-voigt,0.3124062642405946,0.9094316730124009,0.0,-76.68764435767969,-76.68764435767969,-0.0,0.0,0.00023126513688791808,0.000360751657824478
230,0.0,0.0,0.0002443864778356662,0.0001987361782826167,pseudo-voigt,0.2673776576083483,0.7810860463978672,0.0,43.3123556423203,43.3123556423203,0.0,0.0,0.0002443864778356662,0.0001987361782826167
231,0.0,0.0,0.0001607497156865966,5.087044716707166e-05,pseudo-voigt,0.2796569994190748,0.5939918525240114,0.0,8.343822178839886,8.343822178839886,0.0,-0.0,0.0001607497156865966,5.087044716707166e-05
232,0.0,0.0,7.509399381330619e-05,0.00010138259767458846,pseudo-voigt,0.292832641684461,0.7650729038139337,0.0,-0.0,-0.0,0.0,0.0,7.509399381330619e-05,0.00010138259767458846
233,0.0,0.0,9.112112949056635e-05,0.0002420376717399204,pseudo-voigt,0.3275594161637223,0.8774331991782889,0.0,-34.96853346348044,-34.96853346348044,0.0,0.0,9.112112949056635e-05,0.0002420376717399204
234,0.0,0.0,0.00016687233466725467,0.00029747493466913543,pseudo-voigt,0.2830292886325315,0.9168512574695411,0.0,-68.34382217883984,-68.34382217883984,0.0,0.0,0.00016687233466725467,0.00029747493466913543
235,0.0,0.0,7.81413057032878e-05,0.00019549412309234984,pseudo-voigt,0.3246263349996822,0.9208031092389475,0.0,16.68764435767973,16.68764435767973,0.0,-0.0,7.81413057032878e-05,0.00019549412309234984
236,0.0,0.0,0.00031304583083025883,0.000243279336091396,pseudo-voigt,0.282186591145242,0.6658842530924095,0.0,-68.36529920071399,-68.36529920071399,0.0,0.0,0.00031304583083025883,0.000243279336091396
237,0.0,0.0,0.00012781662989567219,0.00018767026457867545,pseudo-voigt,0.2895698421788667,0.7489843086036482,0.0,-25.09589760214199,-25.09589760214199,-0.0,0.0,0.00012781662989567219,0.00018767026457867545
238,0.0,0.0,0.00022859708444033402,0.00010365754588901022,pseudo-voigt,0.2744555642271054,0.8776293234513463,0.0,34.90410239785801,34.90410239785801,0.0,0.0,0.00022859708444033402,0.00010365754588901022
239,0.0,0.0,0.0002713378886249848,0.0002683854836038653,pseudo-voigt,0.3134368780326658,0.6106510442875178,0.0,43.26940159857202,43.26940159857202,0.0,0.0,0.0002713378886249848,0.0002683854836038653
240,0.0,0.0,5.383073116915456e-05,0.0002626479607838151,pseudo-voigt,0.3025176290947885,0.9026202597627234,0.0,-43.26940159857202,-43.26940159857202,0.0,0.0,5.383073116915456e-05,0.0002626479607838151
241,0.0,0.0,7.202806136125882e-05,0.00031658309757413275,pseudo-voigt,0.2844906991718323,0.7466398645155109,0.0,68.36529920071399,68.36529920071399,0.0,0.0,7.202806136125882e-05,0.00031658309757413275
242,0.0,0.0,0.0004859626020756268,0.00044481033553834154,pseudo-voigt,0.285653988395171,0.6687450274027962,0.0,85.09589760214199,85.09589760214199,0.0,0.0,0.0004859626020756268,0.00044481033553834154
243,0.0,0.0,0.00016658089612317327,0.00032663854547878744,pseudo-voigt,0.2838301402689345,0.7623936725078008,0.0,76.76614265296564,76.76614265296564,0.0,0.0,0.00016658089612317327,0.00032663854547878744
244,0.0,0.0,0.0001509448868549911,0.0002732761287540712,pseudo-voigt,0.291766544055136,0.7600554260982373,0.0,-60.0,-60.0,0.0,0.0,0.0001509448868549911,0.0002732761287540712
245,0.0,0.0,0.00011639371779960081,0.00014309330161491686,pseudo-voigt,0.2720318848308495,0.7047589480943018,0.0,16.76614265296564,16.76614265296564,0.0,-0.0,0.00011639371779960081,0.00014309330161491686
246,0.0,0.0,0.0001593043040356141,0.00023929755587105394,pseudo-voigt,0.2448398623712284,0.73702615107917,0.0,-34.85078602055155,-34.85078602055155,0.0,0.0,0.0001593043040356141,0.00023929755587105394
247,0.0,0.0,0.00022038501547250733,0.0002426062036460916,pseudo-voigt,0.2571943386212579,0.7332221696540454,0.0,-43.23385734703433,-43.23385734703433,-0.0,0.0,0.00022038501547250733,0.0002426062036460916
248,0.0,0.0,0.0001780005452333716,6.815950575122394e-05,pseudo-voigt,0.2952645595944558,0.8088829248311445,0.0,-25.14921397944846,-25.14921397944846,0.0,0.0,0.0001780005452333716,6.815950575122394e-05
249,0.0,0.0,0.00014039297540086783,0.00015909204085771093,pseudo-voigt,0.3070085649787699,0.8625232905807133,0.0,-16.766142652965655,-16.766142652965655,0.0,0.0,0.00014039297540086783,0.00015909204085771093
250,0.0,0.0,0.0002051621465741151,0.00012910361489116353,pseudo-voigt,0.3225599246945432,0.7774081412198669,0.0,25.718475763071908,25.718475763071908,0.0,0.0,0.0002051621465741151,0.00012910361489116353
251,0.0,0.0,0.00011990199814435297,0.00023431457413133208,pseudo-voigt,0.3386126343161021,0.6824578085457004,0.0,-34.28152423692812,-34.28152423692812,0.0,0.0,0.00011990199814435297,0.00023431457413133208
252,0.0,0.0,4.4778991032705915e-05,9.797393040588652e-05,pseudo-voigt,0.2495231981041171,0.5784027279307729,0.0,-3.674067966153146,-3.674067966153146,0.0,0.0,4.4778991032705915e-05,9.797393040588652e-05
253,0.0,0.0,0.00016799551933080074,0.00025191006969524734,pseudo-voigt,0.2929197463778469,0.713084585774685,0.0,-48.97779610154058,-48.97779610154058,-0.0,0.0,0.00016799551933080074,0.00025191006969524734
254,0.0,0.0,0.00010083061599120678,0.0003044378790047817,pseudo-voigt,0.3208159461604117,0.6941104213916899,0.0,85.71847576307192,85.71847576307192,0.0,-0.0,0.00010083061599120678,0.0003044378790047817
255,0.0,0.0,0.0004304299897092512,0.00012914320705515258,pseudo-voigt,0.3069328279281213,0.8843962908689844,0.0,-85.71847576307192,-85.71847576307192,0.0,0.0,0.0004304299897092512,0.00012914320705515258
256,0.0,0.0,0.0001408468120787625,2.58267565312444e-05,pseudo-voigt,0.3099437047300403,0.5757768079664805,0.0,-11.022203898459395,-11.022203898459395,0.0,0.0,0.0001408468120787625,2.58267565312444e-05
257,0.0,0.0,0.0003084073434697117,0.00012000139787164194,pseudo-voigt,0.2936878186580649,0.7079637109283543,0.0,-78.37033983076566,-78.37033983076566,0.0,0.0,0.0003084073434697117,0.00012000139787164194
258,0.0,0.0,0.0002714179886309956,7.680878801665504e-05,pseudo-voigt,0.3029904628006163,0.8759599220564116,0.0,-41.60200655792735,-41.60200655792735,-0.0,0.0,0.0002714179886309956,7.680878801665504e-05
259,0.0,0.0,8.426398440985747e-05,9.965980333218973e-05,pseudo-voigt,0.2406197056481517,0.6407433013687484,0.0,3.679598688414501,3.679598688414501,0.0,-0.0,8.426398440985747e-05,9.965980333218973e-05
260,0.0,0.0,0.00044746314691746007,8.561996720594441e-05,pseudo-voigt,0.2984501651617109,0.7113808806695251,0.0,-85.75719081890185,-85.75719081890185,0.0,0.0,0.00044746314691746007,8.561996720594441e-05
261,0.0,0.0,7.545654784550945e-05,0.00038283873273392853,pseudo-voigt,0.2580952270120438,0.7917610775062093,0.0,-78.39799344207273,-78.39799344207273,0.0,0.0,7.545654784550945e-05,0.00038283873273392853
262,0.0,0.0,0.00020830406326744088,0.00024785617917141167,pseudo-voigt,0.2911806230929137,0.7089788893037682,0.0,-34.242809181098224,-34.242809181098224,-0.0,0.0,0.00020830406326744088,0.00024785617917141167
263,0.0,0.0,0.0002693578953185166,0.00026378123465637705,pseudo-voigt,0.2514924641337018,0.7226601965934932,0.0,34.242809181098174,34.242809181098174,0.0,0.0,0.0002693578953185166,0.00026378123465637705
264,0.0,0.0,0.00014746485774627232,0.0002242844407962037,pseudo-voigt,0.2506342553644715,0.8441779106558678,0.0,25.75719081890182,25.75719081890182,0.0,-0.0,0.00014746485774627232,0.0002242844407962037
265,0.0,0.0,0.00036825794930565257,0.0002671833526763811,pseudo-voigt,0.3053252984634672,0.741844749630788,0.0,71.03879606524364,71.03879606524364,0.0,0.0,0.00036825794930565257,0.0002671833526763811
266,0.0,0.0,0.00022671383325952068,0.0003598949585318155,pseudo-voigt,0.2866160411344245,0.6301505992447933,0.0,-78.42189065151632,-78.42189065151632,-0.0,0.0,0.00022671383325952068,0.0003598949585318155
267,0.0,0.0,3.8325475652915834e-05,0.0001427120468742038,pseudo-voigt,0.3154617781067335,0.6951086721838067,0.0,-11.053134390909776,-11.053134390909776,0.0,0.0,3.8325475652915834e-05,0.0001427120468742038
268,0.0,0.0,0.00017517458137277195,0.0001877870944364346,pseudo-voigt,0.3179353606413652,0.7601864567916892,0.0,-18.421890651516307,-18.421890651516307,0.0,0.0,0.00017517458137277195,0.0001877870944364346
269,0.0,0.0,0.00038439071857546446,0.00022858460460332568,pseudo-voigt,0.2784544516520829,0.7855158201682515,0.0,-85.79064691212278,-85.79064691212278,-0.0,0.0,0.00038439071857546446,0.00022858460460332568
