MM #,m_rad,m_azi,sigma_rad,sigma_azi,distribution,alpha_azi,alpha_rad,weight,theta_degrees,theta_position,mux,muy,sigmax,sigmay
12,0.0,0.0,0.00025259682728099637,0.00010575172950273795,pseudo-voigt,0.2862442077187648,0.8459082453348209,0.0,52.841535452971016,52.841535452971016,0.0,0.0,0.00025259682728099637,0.00010575172950273795
13,0.0,0.0,7.557361498283776e-05,0.0003163261862926354,pseudo-voigt,0.2586521866111388,0.789882011775209,0.0,71.53641802775232,71.53641802775232,0.0,-0.0,7.557361498283776e-05,0.0003163261862926354
14,0.0,0.0,7.774778971169727e-05,0.00019660285899767476,pseudo-voigt,0.3047172050596247,0.6952316195229619,0.0,23.07283605550451,23.07283605550451,0.0,0.0,7.774778971169727e-05,0.00019660285899767476
15,0.0,0.0,0.00016288195537225684,0.00014387345305833053,pseudo-voigt,0.2374162236214889,0.6840776221676219,0.0,11.536418027752262,11.536418027752262,0.0,0.0,0.00016288195537225684,0.00014387345305833053
16,0.0,0.0,0.00016527355592126417,7.396856059778084e-05,pseudo-voigt,0.2949757063544478,0.8518906861107731,0.0,11.53641802775229,11.53641802775229,0.0,-0.0,0.00016527355592126417,7.396856059778084e-05
17,0.0,0.0,0.0001381660574244114,2.8416594552763783e-05,pseudo-voigt,0.2801690216282846,0.6569144381349988,0.0,-4.263256414560601e-14,-4.263256414560601e-14,-0.0,0.0,0.0001381660574244114,2.8416594552763783e-05
18,0.0,0.0,0.00017633905214846132,0.00027080060248351373,pseudo-voigt,0.2694349205483221,0.7172456756269767,0.0,48.40254404345498,48.40254404345498,0.0,0.0,0.00017633905214846132,0.00027080060248351373
19,0.0,0.0,0.00018121393021572856,0.00010955115318080475,pseudo-voigt,0.3157133959874089,0.8497521585254127,0.0,11.597455956545048,11.597455956545048,0.0,-0.0,0.00018121393021572856,0.00010955115318080475
20,0.0,0.0,0.00028908389674679947,0.00025564247192486777,pseudo-voigt,0.3257696227596356,0.9170554595387828,0.0,60.0,60.0,0.0,0.0,0.00028908389674679947,0.00025564247192486777
21,0.0,0.0,0.0003841104536440974,0.0002996390727025887,pseudo-voigt,0.3200676750756927,0.7517065225752787,0.0,-83.19491191309007,-83.19491191309007,0.0,0.0,0.0003841104536440974,0.0002996390727025887
22,0.0,0.0,0.0002693824931771499,0.00019532992704306409,pseudo-voigt,0.3132620604543345,0.6840149234892747,0.0,-48.40254404345498,-48.40254404345498,0.0,0.0,0.0002693824931771499,0.00019532992704306409
23,0.0,0.0,0.0001323923012019091,0.00015548890507229246,pseudo-voigt,0.2869982637318513,0.7857142957138818,0.0,4.851785539607917,4.851785539607917,0.0,0.0,0.0001323923012019091,0.00015548890507229246
24,0.0,0.0,0.0002609582924027707,0.0002440875617526801,pseudo-voigt,0.2908451056810665,0.5985548512933923,0.0,55.1482144603921,55.1482144603921,0.0,-0.0,0.0002609582924027707,0.0002440875617526801
25,0.0,0.0,0.0001600399672851108,0.00023176446168926605,pseudo-voigt,0.2734828427824037,0.833424838822311,0.0,35.74107230196044,35.74107230196044,0.0,-0.0,0.0001600399672851108,0.00023176446168926605
26,0.0,0.0,0.0002463651126515073,0.000292544622725322,pseudo-voigt,0.2894369612307691,0.7383201908137915,0.0,-64.85178553960785,-64.85178553960785,-0.0,0.0,0.0002463651126515073,0.000292544622725322
27,0.0,0.0,0.00017634741177356683,0.00037038286187715086,pseudo-voigt,0.3531671374737339,0.829749694731514,0.0,-84.25892769803954,-84.25892769803954,-0.0,0.0,0.00017634741177356683,0.00037038286187715086
28,0.0,0.0,0.00024294731214714163,0.0002150004550109244,pseudo-voigt,0.2821860558888039,0.6747094837858281,0.0,35.74107230196042,35.74107230196042,0.0,0.0,0.00024294731214714163,0.0002150004550109244
29,0.0,0.0,0.0002074903183208868,0.0003130366776539037,pseudo-voigt,0.3180283111299446,0.8177102201054942,0.0,-68.34382217883984,-68.34382217883984,-0.0,0.0,0.0002074903183208868,0.0003130366776539037
30,0.0,0.0,0.0003307961824141038,0.0001302692835679801,pseudo-voigt,0.267632202477071,0.8009686180156025,0.0,76.68764435767974,76.68764435767974,0.0,-0.0,0.0003307961824141038,0.0001302692835679801
31,0.0,0.0,0.0001499758576090175,0.00018434976356818288,pseudo-voigt,0.2987542038441074,0.6103456153317439,0.0,-16.6876443576797,-16.6876443576797,-0.0,0.0,0.0001499758576090175,0.00018434976356818288
32,0.0,0.0,0.00016650399231312574,0.00021902741408127082,pseudo-voigt,0.3187905418590231,0.9240776824129568,0.0,34.96853346348044,34.96853346348044,0.0,-0.0,0.00016650399231312574,0.00021902741408127082
33,0.0,0.0,6.986310482285364e-05,0.00017660022900260262,pseudo-voigt,0.2895132777786235,0.7062183379783776,0.0,-16.687644357679687,-16.687644357679687,0.0,0.0,6.986310482285364e-05,0.00017660022900260262
34,0.0,0.0,0.00022624118230963288,4.944497749635136e-05,pseudo-voigt,0.3201453436564796,0.8240375548768755,0.0,-25.03146653651956,-25.03146653651956,0.0,0.0,0.00022624118230963288,4.944497749635136e-05
35,0.0,0.0,0.0002964149277099456,0.00019639143938338338,pseudo-voigt,0.3356748724850168,0.6550078631475045,0.0,60.00000000000001,60.00000000000001,0.0,0.0,0.0002964149277099456,0.00019639143938338338
36,0.0,0.0,0.00031682857436317796,0.00017269007860821196,pseudo-voigt,0.3064509259393936,0.6329315752074484,0.0,-60.0,-60.0,0.0,0.0,0.00031682857436317796,0.00017269007860821196
37,0.0,0.0,0.00019806305663624076,6.683239742656304e-05,pseudo-voigt,0.3283188352698079,0.7074116766666891,0.0,25.095897602141974,25.095897602141974,0.0,-0.0,0.00019806305663624076,6.683239742656304e-05
38,0.0,0.0,1.7739202136419037e-05,0.00030150880002123613,pseudo-voigt,0.3081197122836798,0.7465857441629444,0.0,60.0,60.0,0.0,-0.0,1.7739202136419037e-05,0.00030150880002123613
39,0.0,0.0,0.0002214155952646349,0.00021018290449961477,pseudo-voigt,0.2557409335864941,0.648778704501608,0.0,-34.90410239785801,-34.90410239785801,0.0,0.0,0.0002214155952646349,0.00021018290449961477
40,0.0,0.0,0.00041849164270382744,0.0003056367265073066,pseudo-voigt,0.3406534064438296,0.7970127533811256,0.0,85.09589760214197,85.09589760214197,0.0,-0.0,0.00041849164270382744,0.0003056367265073066
41,0.0,0.0,7.6480359570325e-05,7.946432469454797e-05,pseudo-voigt,0.2833000697773581,0.7059686638956498,0.0,-0.0,-0.0,0.0,0.0,7.6480359570325e-05,7.946432469454797e-05
42,0.0,0.0,0.00017229427509176052,9.131901101599538e-05,pseudo-voigt,0.3113136834126231,0.844130929963957,0.0,-16.73059840142797,-16.73059840142797,-0.0,0.0,0.00017229427509176052,9.131901101599538e-05
43,0.0,0.0,5.164265037987703e-05,0.0002980537939289185,pseudo-voigt,0.2921438972591241,0.5975893375462631,0.0,68.38307132648282,68.38307132648282,0.0,0.0,5.164265037987703e-05,0.0002980537939289185
44,0.0,0.0,9.616349843753386e-05,4.309740153227226e-05,pseudo-voigt,0.3192992405575061,0.6487573560824341,0.0,-8.383071326482806,-8.383071326482806,-0.0,0.0,9.616349843753386e-05,4.309740153227226e-05
45,0.0,0.0,0.0001303885678043425,0.00016573966005655128,pseudo-voigt,0.3265354737551159,0.7644882917830554,0.0,16.76614265296564,16.76614265296564,0.0,0.0,0.0001303885678043425,0.00016573966005655128
46,0.0,0.0,0.00014573111880410012,0.0003815715031953245,pseudo-voigt,0.2722103463814949,0.8049869208055183,0.0,-85.14921397944846,-85.14921397944846,0.0,0.0,0.00014573111880410012,0.0003815715031953245
47,0.0,0.0,0.0002789841465270528,0.00021642031237676995,pseudo-voigt,0.2954614525722571,0.7936139864460331,0.0,-51.61692867351718,-51.61692867351718,0.0,0.0,0.0002789841465270528,0.00021642031237676995
48,0.0,0.0,0.00016805632406421058,0.00037285028871273616,pseudo-voigt,0.2542437826477947,0.6829559485972044,0.0,76.76614265296564,76.76614265296564,0.0,-0.0,0.00016805632406421058,0.00037285028871273616
49,0.0,0.0,0.0001281145593418087,0.00013221308437739751,pseudo-voigt,0.2338762247758548,0.7801107590182444,0.0,8.38307132648282,8.38307132648282,0.0,0.0,0.0001281145593418087,0.00013221308437739751
50,0.0,0.0,0.00018756187808988714,0.00024231089592045637,pseudo-voigt,0.2514932641781377,0.755203103067283,0.0,48.977796101540605,48.977796101540605,0.0,0.0,0.00018756187808988714,0.00024231089592045637
51,0.0,0.0,0.00026695823400705947,0.0002138591203649347,pseudo-voigt,0.271122891690588,0.7825834185617647,0.0,-71.0222038984594,-71.0222038984594,0.0,0.0,0.00026695823400705947,0.0002138591203649347
52,0.0,0.0,0.0001584819842988272,0.0002081353978793081,pseudo-voigt,0.2795895028361949,0.8378827445866552,0.0,41.62966016923435,41.62966016923435,0.0,0.0,0.0001584819842988272,0.0002081353978793081
53,0.0,0.0,0.00017462080147665775,0.0002750745576297246,pseudo-voigt,0.2608497694336787,0.6879932100812882,0.0,-56.32593203384687,-56.32593203384687,0.0,0.0,0.00017462080147665775,0.0002750745576297246
54,0.0,0.0,0.00014074228522559576,0.00019580806907268567,pseudo-voigt,0.2354027075260376,0.8246789121718295,0.0,25.718475763071893,25.718475763071893,0.0,-0.0,0.00014074228522559576,0.00019580806907268567
55,0.0,0.0,5.2467014584057104e-05,0.0002506167827480928,pseudo-voigt,0.3255146802593751,0.8061059066277314,0.0,63.67406796615316,63.67406796615316,0.0,-0.0,5.2467014584057104e-05,0.0002506167827480928
56,0.0,0.0,8.667829781571392e-05,0.00015913817623227535,pseudo-voigt,0.2458898561488594,0.8297500008190792,0.0,18.370339830765644,18.370339830765644,0.0,0.0,8.667829781571392e-05,0.00015913817623227535
57,0.0,0.0,0.00010692336178951769,0.00024472410898247835,pseudo-voigt,0.2998566058129453,0.8275641857906526,0.0,-41.62966016923434,-41.62966016923434,-0.0,0.0,0.00010692336178951769,0.00024472410898247835
58,0.0,0.0,0.0001561044291736574,0.00031583710911202916,pseudo-voigt,0.2430410531982918,0.7153650514984444,0.0,-56.32040131158544,-56.32040131158544,0.0,0.0,0.0001561044291736574,0.00031583710911202916
59,0.0,0.0,0.00030398758675368495,0.00044779356082863634,pseudo-voigt,0.232737543598911,0.7194818078169019,0.0,85.75719081890182,85.75719081890182,0.0,0.0,0.00030398758675368495,0.00044779356082863634
60,0.0,0.0,0.00023257853945123522,0.00020540460216567064,pseudo-voigt,0.2904694313081103,0.7507703295284872,0.0,25.75719081890182,25.75719081890182,0.0,0.0,0.00023257853945123522,0.00020540460216567064
61,0.0,0.0,0.00024312703419455034,0.00022919283844547846,pseudo-voigt,0.3071084242676698,0.7436336838883897,0.0,-34.24280918109818,-34.24280918109818,0.0,0.0,0.00024312703419455034,0.00022919283844547846
62,0.0,0.0,0.0002799387371455333,0.0001906729929924897,pseudo-voigt,0.2945792506167218,0.5853906161154707,0.0,-41.60200655792727,-41.60200655792727,0.0,0.0,0.0002799387371455333,0.0001906729929924897
63,0.0,0.0,0.0002363047072189327,0.00016805369403943135,pseudo-voigt,0.2587459073215618,0.9544660876082602,0.0,-25.757190818901833,-25.757190818901833,-0.0,0.0,0.0002363047072189327,0.00016805369403943135
64,0.0,0.0,0.0003042195574111254,0.00021506453101455497,pseudo-voigt,0.3186341386781596,0.751272503255551,0.0,56.32040131158544,56.32040131158544,0.0,-0.0,0.0003042195574111254,0.00021506453101455497
65,0.0,0.0,7.558448180848025e-05,0.0003960751957319705,pseudo-voigt,0.307395470925367,0.823914407432985,0.0,-85.75719081890182,-85.75719081890182,-0.0,0.0,7.558448180848025e-05,0.0003960751957319705
66,0.0,0.0,9.345164025071578e-05,0.0003855254605103769,pseudo-voigt,0.3015660653507908,0.7987206180604955,0.0,85.7906469121228,85.7906469121228,0.0,0.0,9.345164025071578e-05,0.0003855254605103769
67,0.0,0.0,0.0002643120744190364,0.00019945530681712365,pseudo-voigt,0.310718945831125,0.7638297014278899,0.0,56.31562186969677,56.31562186969677,0.0,-0.0,0.0002643120744190364,0.00019945530681712365
68,0.0,0.0,0.000330264775364447,0.0003254153080998489,pseudo-voigt,0.2776729361158065,0.5631398710210814,0.0,-71.05313439090978,-71.05313439090978,0.0,0.0,0.000330264775364447,0.0003254153080998489
69,0.0,0.0,0.0002624123719746759,7.582964940028742e-05,pseudo-voigt,0.2562147513849919,0.7441161933862971,0.0,-41.578109348483736,-41.578109348483736,-0.0,0.0,0.0002624123719746759,7.582964940028742e-05
70,0.0,0.0,8.029437999135346e-05,0.00015415542929512894,pseudo-voigt,0.2431437697627142,0.8051481064532672,0.0,11.053134390909776,11.053134390909776,0.0,0.0,8.029437999135346e-05,0.00015415542929512894
71,0.0,0.0,0.00025053397631877034,1.6887683728354867e-05,pseudo-voigt,0.3039654311403233,0.6674847181819313,0.0,34.20935308787721,34.20935308787721,0.0,0.0,0.00025053397631877034,1.6887683728354867e-05
72,0.0,0.0,0.00037701779456303635,0.0001478936648158009,pseudo-voigt,0.3213664275640817,0.9693838219716276,0.0,85.79064691212281,85.79064691212281,0.0,-0.0,0.00037701779456303635,0.0001478936648158009
73,0.0,0.0,0.00023871757591294404,7.185965790786152e-05,pseudo-voigt,0.3607600507833251,0.6615989873569391,0.0,34.20935308787719,34.20935308787719,0.0,-0.0,0.00023871757591294404,7.185965790786152e-05
74,0.0,0.0,0.0002248321799823071,9.087734143082493e-05,pseudo-voigt,0.2236705236849021,0.8532426240116363,0.0,-33.7703137124783,-33.7703137124783,-0.0,0.0,0.0002248321799823071,9.087734143082493e-05
75,0.0,0.0,3.436855881854694e-05,6.855613530913465e-05,pseudo-voigt,0.3009937418593609,0.8622055670717876,0.0,1.4210854715202004e-14,1.4210854715202004e-14,0.0,-0.0,3.436855881854694e-05,6.855613530913465e-05
76,0.0,0.0,9.302171955508263e-05,0.00014104076796094995,pseudo-voigt,0.2868644208729223,0.8201115096431242,0.0,6.55742157188044,6.55742157188044,0.0,-0.0,9.302171955508263e-05,0.00014104076796094995
77,0.0,0.0,0.00027070210569060134,0.00015225608046563963,pseudo-voigt,0.2655573261792257,0.810423205940342,0.0,-59.99999999999997,-59.99999999999997,-0.0,0.0,0.00027070210569060134,0.00015225608046563963
78,0.0,0.0,8.457335899858792e-05,0.00032022984180009843,pseudo-voigt,0.2766978940383274,0.8165100176594445,0.0,-73.11484314376085,-73.11484314376085,0.0,0.0,8.457335899858792e-05,0.00032022984180009843
79,0.0,0.0,0.00017227776780902437,7.962175239274071e-05,pseudo-voigt,0.2791065450700332,0.8950485915361436,0.0,13.114843143760865,13.114843143760865,0.0,-0.0,0.00017227776780902437,7.962175239274071e-05
80,0.0,0.0,0.0001072905899616168,0.0002785473520790981,pseudo-voigt,0.2864624319089646,0.8593895477670251,0.0,-66.55742157188041,-66.55742157188041,0.0,0.0,0.0001072905899616168,0.0002785473520790981
81,0.0,0.0,0.00015408204650779625,0.00023799080051334096,pseudo-voigt,0.3292054467154034,0.6497066162866663,0.0,-53.44257842811959,-53.44257842811959,-0.0,0.0,0.00015408204650779625,0.00023799080051334096
82,0.0,0.0,0.0002745655439100392,0.0003526356831795736,pseudo-voigt,0.3218534252097113,0.735188470287858,0.0,79.67226471564132,79.67226471564132,0.0,-0.0,0.0002745655439100392,0.0003526356831795736
83,0.0,0.0,3.8037416773430216e-05,0.0002837631012218721,pseudo-voigt,0.3492490324893227,0.8476114512054346,0.0,53.43604932570952,53.43604932570952,0.0,-0.0,3.8037416773430216e-05,0.0002837631012218721
84,0.0,0.0,0.0003548207344730577,0.000221755515165508,pseudo-voigt,0.3068598512023778,0.9024561929852948,0.0,-86.25580269716193,-86.25580269716193,-0.0,0.0,0.0003548207344730577,0.000221755515165508
85,0.0,0.0,0.00026294501665625065,0.00010018488428815015,pseudo-voigt,0.279407282912409,0.6682870596086826,0.0,59.99999999999994,59.99999999999994,0.0,-0.0,0.00026294501665625065,0.00010018488428815015
86,0.0,0.0,0.00020269022719478702,0.0002928292198503518,pseudo-voigt,0.272620178044131,0.6903689765979125,0.0,-73.12790134858096,-73.12790134858096,-0.0,0.0,0.00020269022719478702,0.0002928292198503518
87,0.0,0.0,0.00018080672881714432,0.00027033868917366097,pseudo-voigt,0.2656695263825486,0.8026483047477173,0.0,-46.87209865141904,-46.87209865141904,0.0,0.0,0.00018080672881714432,0.00027033868917366097
88,0.0,0.0,0.0003920644653597875,0.00019958626247576567,pseudo-voigt,0.2957032073415667,0.7350966083387359,0.0,86.25580269716198,86.25580269716198,0.0,-0.0,0.0003920644653597875,0.00019958626247576567
89,0.0,0.0,0.0002021483877226961,0.00011889349891390645,pseudo-voigt,0.2764577658609647,0.7753000609188263,0.0,33.744197302838,33.744197302838,0.0,0.0,0.0002021483877226961,0.00011889349891390645
90,0.0,0.0,0.00016853422057785356,0.0002131980799728393,pseudo-voigt,0.2912979034542534,0.7814804664587898,0.0,-26.25580269716201,-26.25580269716201,-0.0,0.0,0.00016853422057785356,0.0002131980799728393
91,0.0,0.0,2.8663080995624094e-05,0.0002797724002481686,pseudo-voigt,0.2846485693356988,0.6435138603064344,0.0,-53.43604932570952,-53.43604932570952,0.0,0.0,2.8663080995624094e-05,0.0002797724002481686
92,0.0,0.0,0.0002859833087430039,0.00018231745607254283,pseudo-voigt,0.2749443170511785,0.7952686080982133,0.0,53.4302570107107,53.4302570107107,0.0,0.0,0.0002859833087430039,0.00018231745607254283
93,0.0,0.0,0.0001413242895090265,0.0003515204406082312,pseudo-voigt,0.2887155663543919,0.8036789311271981,0.0,79.70922896786794,79.70922896786794,0.0,0.0,0.0001413242895090265,0.0003515204406082312
94,0.0,0.0,9.537202958502855e-05,0.00024613722281884693,pseudo-voigt,0.2943884653184236,0.7984487074983021,0.0,-53.430257010710704,-53.430257010710704,0.0,0.0,9.537202958502855e-05,0.00024613722281884693
95,0.0,0.0,0.00020144361405589445,6.060363777718502e-05,pseudo-voigt,0.3063668412339434,0.7941286108015999,0.0,-19.70922896786786,-19.70922896786786,-0.0,0.0,0.00020144361405589445,6.060363777718502e-05
96,0.0,0.0,0.00011306922699551209,0.00019142018750830997,pseudo-voigt,0.2537475178873173,0.7279478598064884,0.0,-19.709228967867944,-19.709228967867944,0.0,0.0,0.00011306922699551209,0.00019142018750830997
97,0.0,0.0,0.00010299868322619454,0.00032085534420806916,pseudo-voigt,0.3329443035833266,0.7433394435563851,0.0,-73.13948597857859,-73.13948597857859,-0.0,0.0,0.00010299868322619454,0.00032085534420806916
98,0.0,0.0,0.00013137375441599376,0.00010833381091783143,pseudo-voigt,0.2918556654158573,0.8629638055407576,0.0,-6.56974298928931,-6.56974298928931,0.0,0.0,0.00013137375441599376,0.00010833381091783143
99,0.0,0.0,0.00016135395436820115,0.00025751797306576915,pseudo-voigt,0.2782620321803461,0.8387619849854957,0.0,-46.86051402142135,-46.86051402142135,0.0,0.0,0.00016135395436820115,0.00025751797306576915
100,0.0,0.0,1.205332513305667e-05,5.957332624663356e-05,pseudo-voigt,0.2384281685376321,0.7172083712364486,0.0,5.684341886080802e-14,5.684341886080802e-14,0.0,-0.0,1.205332513305667e-05,5.957332624663356e-05
101,0.0,0.0,0.0003003626550296596,0.0001376756794211858,pseudo-voigt,0.2819982268816048,0.7234691477179988,0.0011432763066666666,-66.96823355378586,-66.96823355378586,-0.0,0.0,0.0003003626550296596,0.0001376756794211858
102,0.0,0.0,0.00021745757952338856,0.00017785875567755908,pseudo-voigt,0.2674822977420248,0.5399023257466122,0.0011432763066666666,-53.031766446214135,-53.031766446214135,0.0,0.0,0.00021745757952338856,0.00017785875567755908
103,0.0,0.0,0.00023506254192997254,0.00015333695968093063,pseudo-voigt,0.3142639558869587,0.9435298308139681,0.0011432763066666666,53.03176644621414,53.03176644621414,0.0,0.0,0.00023506254192997254,0.00015333695968093063
104,0.0,0.0,0.0002011296656784997,0.0002285187924532495,pseudo-voigt,0.2867347794767054,0.7575278520131815,0.0011432763066666666,-80.90470066135757,-80.90470066135757,-0.0,0.0,0.0002011296656784997,0.0002285187924532495
105,0.0,0.0,0.00022031725979362415,0.000199995023696401,pseudo-voigt,0.2793464397281063,0.877759127056026,0.0,-21.252272962868602,-21.252272962868602,0.0,0.0,0.00022031725979362415,0.000199995023696401
106,0.0,0.0,0.00022263277574884424,0.0003001496836363426,pseudo-voigt,0.2326193166684971,0.7424732584342425,0.0,-52.915909012377114,-52.915909012377114,0.0,0.0,0.00022263277574884424,0.0003001496836363426
107,0.0,0.0,6.717951429958064e-05,0.00034207444279395346,pseudo-voigt,0.3015580621021013,0.6756165852587945,0.0,67.08409098762286,67.08409098762286,0.0,0.0,6.717951429958064e-05,0.00034207444279395346
108,0.0,0.0,0.00029819012195366363,0.0003437457079720197,pseudo-voigt,0.2742458001290036,0.6639277044493995,0.0,-67.08409098762283,-67.08409098762283,0.0,0.0,0.00029819012195366363,0.0003437457079720197
109,0.0,0.0,7.626019441119217e-05,0.0002577768986471205,pseudo-voigt,0.299373809772755,0.876794289547568,0.0,-38.52460635891305,-38.52460635891305,-0.0,0.0,7.626019441119217e-05,0.0002577768986471205
110,0.0,0.0,0.00040891113344107056,4.807492755699831e-05,pseudo-voigt,0.2922041152757701,0.7882104140935376,0.0,81.47539364108698,81.47539364108698,0.0,-0.0,0.00040891113344107056,4.807492755699831e-05
111,0.0,0.0,9.4844038017831e-05,0.00020059607313061678,pseudo-voigt,0.3168920638514697,0.8947057990455328,0.0,-21.475393641086953,-21.475393641086953,0.0,0.0,9.4844038017831e-05,0.00020059607313061678
112,0.0,0.0,0.0004105445115776128,0.0001990258048731481,pseudo-voigt,0.2691364566344271,0.8045929572298254,0.0,81.47539364108697,81.47539364108697,0.0,0.0,0.0004105445115776128,0.0001990258048731481
113,0.0,0.0,0.00025519691354905993,0.00018070270172082352,pseudo-voigt,0.2567050057908133,0.6636949238132754,0.0,48.46358197224773,48.46358197224773,0.0,0.0,0.00025519691354905993,0.00018070270172082352
114,0.0,0.0,0.00026064736314124947,0.00016137571001170398,pseudo-voigt,0.2669641382058888,0.8561548458381704,0.0,-48.46358197224774,-48.46358197224774,-0.0,0.0,0.00026064736314124947,0.00016137571001170398
115,0.0,0.0,0.00018080693893169817,0.0003507627258088283,pseudo-voigt,0.2838624815454566,0.8124723101227509,0.0,-71.53641802775229,-71.53641802775229,-0.0,0.0,0.00018080693893169817,0.0003507627258088283
116,0.0,0.0,0.0003525690938932559,0.0002884619503203499,pseudo-voigt,0.3316764787188318,0.6461845105135177,0.0,-83.07283605550452,-83.07283605550452,0.0,0.0,0.0003525690938932559,0.0002884619503203499
117,0.0,0.0,0.0001676484272546539,0.0003681026311490501,pseudo-voigt,0.2911779135928069,0.7983397739962849,0.0,-83.07283605550452,-83.07283605550452,-0.0,0.0,0.0001676484272546539,0.0003681026311490501
118,0.0,0.0,0.00018086634237486326,2.3601515629119998e-05,pseudo-voigt,0.3086450272692751,0.7910247808120933,0.0,23.194911913090024,23.194911913090024,0.0,-0.0,0.00018086634237486326,2.3601515629119998e-05
119,0.0,0.0,4.217633080187696e-05,8.072123793553948e-05,pseudo-voigt,0.2848467950105126,0.7180607770419679,0.0,1.4210854715202004e-14,1.4210854715202004e-14,0.0,-0.0,4.217633080187696e-05,8.072123793553948e-05
120,0.0,0.0,0.0001594392863920757,9.063978367228772e-05,pseudo-voigt,0.2453295513386381,0.7555617393212745,0.0,-11.597455956544962,-11.597455956544962,-0.0,0.0,0.0001594392863920757,9.063978367228772e-05
121,0.0,0.0,9.400480702231581e-05,0.0002221620932524714,pseudo-voigt,0.2837712409659842,0.8063883254251148,0.0,-36.80508808690996,-36.80508808690996,-0.0,0.0,9.400480702231581e-05,0.0002221620932524714
122,0.0,0.0,0.0002855757221659181,0.00024663226416764684,pseudo-voigt,0.2680881514449859,0.6053904100091515,0.0,59.99999999999997,59.99999999999997,0.0,-0.0,0.0002855757221659181,0.00024663226416764684
123,0.0,0.0,0.0002543162196581674,0.00013120747403192053,pseudo-voigt,0.2768312918677576,0.9446118930678673,0.0,-45.444643381176206,-45.444643381176206,-0.0,0.0,0.0002543162196581674,0.00013120747403192053
124,0.0,0.0,0.00022752788516783572,0.00022554737545516166,pseudo-voigt,0.2699651165963634,0.8358658485644725,0.0,-35.7410723019604,-35.7410723019604,-0.0,0.0,0.00022752788516783572,0.00022554737545516166
125,0.0,0.0,0.00029258291779060637,0.0002119512131986338,pseudo-voigt,0.2950657973890427,0.6498930997563689,0.0,64.8517855396079,64.8517855396079,0.0,-0.0,0.00029258291779060637,0.0002119512131986338
126,0.0,0.0,0.0002203575539745408,0.000307973218167074,pseudo-voigt,0.2582404531409684,0.8192889815480853,0.0,-64.8517855396079,-64.8517855396079,0.0,0.0,0.0002203575539745408,0.000307973218167074
127,0.0,0.0,0.00021752338768421726,0.00035688863622867557,pseudo-voigt,0.2885232921645734,0.6767572757554263,0.0,84.2589276980396,84.2589276980396,0.0,-0.0,0.00021752338768421726,0.00035688863622867557
128,0.0,0.0,0.000196803992562234,0.00022352228259211895,pseudo-voigt,0.3184346914045065,0.7102790425775959,0.0,24.258927698039585,24.258927698039585,0.0,-0.0,0.000196803992562234,0.00022352228259211895
129,0.0,0.0,9.402576306957195e-05,0.0002601348940332273,pseudo-voigt,0.3383852554604482,0.7537004670107448,0.0,43.312355642320284,43.312355642320284,0.0,-0.0,9.402576306957195e-05,0.0002601348940332273
130,0.0,0.0,6.430756827994322e-05,0.00025656980835788123,pseudo-voigt,0.295640572190374,0.6780966626806428,0.0,-51.65617782116013,-51.65617782116013,0.0,0.0,6.430756827994322e-05,0.00025656980835788123
131,0.0,0.0,0.0002936969371316206,0.00021511668533849215,pseudo-voigt,0.2374924633210727,0.7500521963879623,0.0,-59.999999999999915,-59.999999999999915,-0.0,0.0,0.0002936969371316206,0.00021511668533849215
132,0.0,0.0,0.00014067455406481047,0.00014709609586430926,pseudo-voigt,0.2895171943677843,0.8088778176130464,0.0,-8.343822178839844,-8.343822178839844,0.0,0.0,0.00014067455406481047,0.00014709609586430926
133,0.0,0.0,0.00013002005382529042,0.000162748024069737,pseudo-voigt,0.2661255429999109,0.757246373383392,0.0,8.343822178839858,8.343822178839858,0.0,0.0,0.00013002005382529042,0.000162748024069737
134,0.0,0.0,9.339133382865341e-05,0.0004012002636849836,pseudo-voigt,0.3018801799294146,0.795954196020353,0.0,-85.03146653651959,-85.03146653651959,0.0,0.0,9.339133382865341e-05,0.0004012002636849836
135,0.0,0.0,7.099521808144432e-05,0.00027326656369861587,pseudo-voigt,0.3118417068723603,0.9231153337579067,0.0,-51.6561778211601,-51.6561778211601,-0.0,0.0,7.099521808144432e-05,0.00027326656369861587
136,0.0,0.0,5.065974364913926e-05,0.00019612493949365238,pseudo-voigt,0.3072198146136699,0.8585161964306853,0.0,16.730598401427983,16.730598401427983,0.0,0.0,5.065974364913926e-05,0.00019612493949365238
137,0.0,0.0,0.00011631226823562991,0.00010238688255503242,pseudo-voigt,0.2735692488891946,0.7047192423217845,0.0,-8.365299200713991,-8.365299200713991,0.0,0.0,0.00011631226823562991,0.00010238688255503242
138,0.0,0.0,0.00023987008285966584,0.0002611419227586331,pseudo-voigt,0.2985251759839044,0.7996909452287609,0.0,-43.26940159857193,-43.26940159857193,-0.0,0.0,0.00023987008285966584,0.0002611419227586331
139,0.0,0.0,0.0003440414708919634,0.0002599228788003005,pseudo-voigt,0.3020448582222819,0.7046668369051621,0.0,76.73059840142798,76.73059840142798,0.0,-0.0,0.0003440414708919634,0.0002599228788003005
140,0.0,0.0,0.0003344042377402855,0.00023932784353559655,pseudo-voigt,0.2895821788486961,0.8038913545088563,0.0,-76.73059840142798,-76.73059840142798,0.0,0.0,0.0003344042377402855,0.00023932784353559655
