MM #,m_rad,m_azi,sigma_rad,sigma_azi,distribution,alpha_azi,alpha_rad,weight,mux,muy,sigmax,sigmay,theta_degrees,theta_position
234,-2.9702566076666026e-06,7.740482422730226e-05,5e-08,5e-08,gaussian,0.2830292886325315,0.9168512574695411,0.0,7.08450805956737e-05,3.1325768839207166e-05,5e-08,5e-08,-68.34382217883984,-68.34382217883984
235,-3.8811367642914717e-07,5.1013869816584815e-05,5e-08,5e-08,gaussian,0.3246263349996822,0.9208031092389475,0.0,-3.976950805111885e-05,-3.195233599067972e-05,5e-08,5e-08,-51.6561778211601,-51.6561778211601
236,1.487879254202896e-06,-2.1045040116482865e-05,5e-08,5e-08,gaussian,0.282186591145242,0.6658842530924095,0.0,1.5508276066954153e-05,-1.4303876104420002e-05,5e-08,5e-08,43.26940159857202,43.26940159857202
237,4.246254225708285e-06,-0.0001125309818051474,5e-08,5e-08,gaussian,0.2895698421788667,0.7489843086036482,0.0,-0.00011175602099172231,-1.3850787453335705e-05,5e-08,5e-08,-85.09589760214197,-85.09589760214197
238,-1.011818303357063e-06,-1.6716038860369343e-05,5e-08,5e-08,gaussian,0.2744555642271054,0.8776293234513463,0.0,-1.2194411994580562e-05,-1.1478068111264024e-05,5e-08,5e-08,-43.26940159857202,-43.26940159857202
239,2.383652867350034e-06,-1.2137720933382964e-05,5e-08,5e-08,gaussian,0.3134368780326658,0.6106510442875178,0.0,-7.306661259069883e-06,9.98092038310678e-06,5e-08,5e-08,25.095897602141974,25.095897602141974
240,-4.8272499961223774e-06,4.879834124711905e-05,5e-08,5e-08,gaussian,0.3025176290947885,0.9026202597627234,0.0,-2.993291864351651e-05,-3.884071101918664e-05,5e-08,5e-08,-43.26940159857193,-43.26940159857193
241,1.923215459221331e-06,8.149582024805148e-05,5e-08,5e-08,gaussian,0.2844906991718323,0.7466398645155109,0.0,7.6463779490123e-05,2.8258766811224248e-05,5e-08,5e-08,-68.36529920071399,-68.36529920071399
242,1.421380903271707e-07,5.073525628201275e-05,5e-08,5e-08,gaussian,0.285653988395171,0.6687450274027962,0.0,3.969174612712612e-05,-3.1601451273921034e-05,5e-08,5e-08,51.63470079928604,51.63470079928604
243,4.040461880284233e-06,-4.143509510805244e-05,5e-08,5e-08,gaussian,0.2838301402689345,0.7623936725078008,0.0,-2.6993497140059825e-05,3.169453503317194e-05,5e-08,5e-08,34.85078602055157,34.85078602055157
244,-5.53963639162835e-07,-7.453053044834481e-05,5e-08,5e-08,gaussian,0.291766544055136,0.7600554260982373,0.0,6.949270503232349e-05,2.6941989383036485e-05,5e-08,5e-08,-68.38307132648282,-68.38307132648282
245,-3.942899707799208e-06,-6.176300086799795e-05,5e-08,5e-08,gaussian,0.2720318848308495,0.7047589480943018,0.0,-5.596650436142162e-05,2.641902957886707e-05,5e-08,5e-08,68.38307132648285,68.38307132648285
246,6.424222122598648e-06,3.0190703851771148e-05,5e-08,5e-08,gaussian,0.2448398623712284,0.73702615107917,0.0,-2.2524204942608013e-05,-2.110472507874073e-05,5e-08,5e-08,-34.85078602055154,-34.85078602055154
247,2.22298184691719e-06,3.24511433686358e-05,5e-08,5e-08,gaussian,0.2571943386212579,0.7332221696540454,0.0,2.0608726657956836e-05,-2.5165427470263614e-05,5e-08,5e-08,43.23385734703436,43.23385734703436
248,8.267771477603928e-06,0.00010532632317508346,5e-08,5e-08,gaussian,0.2952645595944558,0.8088829248311445,0.0,-0.00010424994385786803,1.7144666938128802e-05,5e-08,5e-08,85.14921397944846,85.14921397944846
249,5.301281447426308e-06,1.573859566052584e-05,5e-08,5e-08,gaussian,0.3070085649787699,0.8625232905807133,0.0,-4.643222338675632e-06,1.594513921745347e-05,5e-08,5e-08,34.85078602055153,34.85078602055153
250,4.8753710375466046e-06,-4.800086622491038e-05,5e-08,5e-08,gaussian,0.3225599246945432,0.7774081412198669,0.0,-3.106537174589348e-05,3.691605449374205e-05,5e-08,5e-08,34.28152423692809,34.28152423692809
251,6.786243531961609e-07,-4.967836523283899e-05,5e-08,5e-08,gaussian,0.3386126343161021,0.6824578085457004,0.0,3.249475480478172e-05,3.758312671129442e-05,5e-08,5e-08,-41.62966016923434,-41.62966016923434
252,-1.8962173774521688e-06,-9.616948499561326e-05,5e-08,5e-08,gaussian,0.2495231981041171,0.5784027279307729,0.0,9.457747317612748e-05,1.7529034550793752e-05,5e-08,5e-08,-78.3703398307656,-78.3703398307656
253,1.971064119795209e-06,1.6688766592176707e-05,5e-08,5e-08,gaussian,0.2929197463778469,0.713084585774685,0.0,-8.975860989545581e-07,-1.6780773621244673e-05,5e-08,5e-08,3.6740679661531885,3.6740679661531885
254,7.399762270880296e-06,4.478326771484059e-05,5e-08,5e-08,gaussian,0.3208159461604117,0.6941104213916899,0.0,-4.342023073941185e-05,-1.3228042614871687e-05,5e-08,5e-08,-63.67406796615316,-63.67406796615316
255,-5.478581063300016e-06,7.591758323996029e-05,5e-08,5e-08,gaussian,0.3069328279281213,0.8843962908689844,0.0,4.63380663210764e-05,6.038441773410566e-05,5e-08,5e-08,-41.62966016923437,-41.62966016923437
256,-2.197212857877022e-08,0.00011611049601327632,5e-08,5e-08,gaussian,0.3099437047300403,0.5757768079664805,0.0,0.00011372243750387931,2.3427654073759846e-05,5e-08,5e-08,-78.37033983076566,-78.37033983076566
257,-3.062481363384701e-06,2.7661944942602395e-05,5e-08,5e-08,gaussian,0.2936878186580649,0.7079637109283543,0.0,-1.811132397515425e-05,2.1131538845423625e-05,5e-08,5e-08,34.28152423692809,34.28152423692809
258,-3.8022182196207806e-06,-8.030913511475412e-05,5e-08,5e-08,gaussian,0.3029904628006163,0.8759599220564116,0.0,-7.029750842001026e-05,3.901633447939513e-05,5e-08,5e-08,63.67959868841453,63.67959868841453
259,1.1115984873495339e-06,-4.354627196725083e-05,5e-08,5e-08,gaussian,0.2406197056481517,0.6407433013687484,0.0,2.35846243437977e-05,3.662347536764907e-05,5e-08,5e-08,-34.242809181098224,-34.242809181098224
260,-1.9508033744402337e-06,-9.225769941849723e-05,5e-08,5e-08,gaussian,0.2984501651617109,0.7113808806695251,0.0,9.076503961565509e-05,1.6643206402856232e-05,5e-08,5e-08,-78.39799344207276,-78.39799344207276
261,1.2210941770635798e-06,-3.8029995465949416e-05,5e-08,5e-08,gaussian,0.2580952270120438,0.7917610775062093,0.0,-3.2323878352225306e-05,2.0073328433519228e-05,5e-08,5e-08,56.32040131158544,56.32040131158544
262,5.5878539978340735e-06,1.0851151824404816e-05,5e-08,5e-08,gaussian,0.2911806230929137,0.7089788893037682,0.0,1.0725213462837014e-05,5.825925196393606e-06,5e-08,5e-08,-34.24280918109818,-34.24280918109818
263,-1.3067400682370148e-06,4.930708797292114e-05,5e-08,5e-08,gaussian,0.2514924641337018,0.7226601965934932,0.0,2.2603711288020006e-05,-4.384026379919671e-05,5e-08,5e-08,25.75719081890182,25.75719081890182
264,6.899189511571334e-07,8.408124695395027e-05,5e-08,5e-08,gaussian,0.2506342553644715,0.8441779106558678,0.0,-7.505852371731488e-05,3.789920968658344e-05,5e-08,5e-08,63.67959868841454,63.67959868841454
265,4.270821487370282e-06,1.9845030595913617e-05,5e-08,5e-08,gaussian,0.3053252984634672,0.741844749630788,0.0,-1.0315932597220717e-05,-1.7482754078786626e-05,5e-08,5e-08,-18.397993442072718,-18.397993442072718
266,-8.818561790326421e-06,1.6136137864226392e-05,5e-08,5e-08,gaussian,0.2866160411344245,0.6301505992447933,0.0,-9.837247163155418e-06,1.5536104578500887e-05,5e-08,5e-08,3.6843781303032586,3.6843781303032586
267,4.566552215314667e-06,-0.00011146575474455542,5e-08,5e-08,gaussian,0.3154617781067335,0.6951086721838067,0.0,0.00010828112619110919,2.6845215415296323e-05,5e-08,5e-08,-78.42189065151632,-78.42189065151632
268,-2.053680295453807e-06,-6.269790191279633e-05,5e-08,5e-08,gaussian,0.3179353606413652,0.7601864567916892,0.0,-5.3310268126022866e-05,-3.3064479723021744e-05,5e-08,5e-08,-56.31562186969674,-56.31562186969674
269,4.255574047782869e-06,5.861251566389353e-05,5e-08,5e-08,gaussian,0.2784544516520829,0.7855158201682515,0.0,-1.541377958676893e-05,-5.670936696681451e-05,5e-08,5e-08,-11.053134390909804,-11.053134390909804
270,-9.971899207964399e-06,5.055482745573716e-06,5e-08,5e-08,gaussian,0.2999600223161544,0.7213895272037828,0.0,1.1088934378487646e-05,1.4255574187627022e-06,5e-08,5e-08,34.20935308787719,34.20935308787719
271,-5.089319538687259e-07,9.454566732036463e-05,5e-08,5e-08,gaussian,0.2817927183039758,0.6920100376826046,0.0,-8.958843739260014e-05,3.0216785175443455e-05,5e-08,5e-08,71.05313439090978,71.05313439090978
272,-4.532691840163031e-06,8.526136321827743e-05,5e-08,5e-08,gaussian,0.2366931665304714,0.8082106314008008,0.0,7.917018531747323e-05,3.1970722699899335e-05,5e-08,5e-08,-71.05313439090978,-71.05313439090978
273,3.37233296222128e-07,6.525037803251038e-05,5e-08,5e-08,gaussian,0.3016589955381771,0.8584819206564569,0.0,4.8983884412346576e-05,-4.310805757117182e-05,5e-08,5e-08,48.946865609090224,48.946865609090224
274,-7.913397838393482e-06,-3.50908157971208e-05,5e-08,5e-08,gaussian,0.2582147173161263,0.8589354730524452,0.0,4.361432564433419e-06,-3.5706653786683144e-05,5e-08,5e-08,19.672264715641276,19.672264715641276
275,5.43633394107368e-06,-8.471985699256265e-05,5e-08,5e-08,gaussian,0.3001107893861755,0.9136655338005035,0.0,7.988975108383187e-05,-2.8716468573320784e-05,5e-08,5e-08,66.55742157188043,66.55742157188043
276,-2.4636272952365628e-06,-0.00011701134965181195,5e-08,5e-08,gaussian,0.2530485263176845,0.8071360580221736,0.0,-0.00011659609824947424,1.015259965660907e-05,5e-08,5e-08,86.22968628752176,86.22968628752176
277,-5.625331486481573e-06,-3.9061064877854903e-05,5e-08,5e-08,gaussian,0.3084699085724402,0.7056525494384828,0.0,3.472680935707913e-05,1.874726261622939e-05,5e-08,5e-08,-53.44257842811959,-53.44257842811959
278,1.6668833388436698e-06,1.4357873515006037e-05,5e-08,5e-08,gaussian,0.2709393227613728,0.7475801714078237,0.0,3.295631934755733e-06,1.407358668175404e-05,5e-08,5e-08,-6.557421571880425,-6.557421571880425
279,2.115966972097401e-06,8.619181025679313e-05,5e-08,5e-08,gaussian,0.2593310853205702,0.7377099368938107,0.0,-6.147256453208611e-05,6.045352993348314e-05,5e-08,5e-08,46.88515685623915,46.88515685623915
280,-9.030173693594886e-07,7.529119384701095e-05,5e-08,5e-08,gaussian,0.3105591119412384,0.7192471621495928,0.0,4.941378538593861e-05,-5.681423347287141e-05,5e-08,5e-08,40.327735284358766,40.327735284358766
281,1.6504514249528239e-06,7.984729751508282e-05,5e-08,5e-08,gaussian,0.3379266818883701,0.8449453867993136,0.0,-5.941537113257219e-05,-5.3367860960947134e-05,5e-08,5e-08,-46.88515685623918,-46.88515685623918
282,3.129890134418023e-06,2.1512073815611877e-05,5e-08,5e-08,gaussian,0.2813031973736842,0.6852827106462263,0.0,6.52758714492746e-07,2.1728769826258353e-05,5e-08,5e-08,6.557421571880425,6.557421571880425
283,-3.8086291288545386e-06,-1.9772708752701117e-05,5e-08,5e-08,gaussian,0.3214361293339838,0.8164698122612725,0.0,3.8086291288545347e-06,1.9772708752701117e-05,5e-08,5e-08,1.4210854715202004e-14,1.4210854715202004e-14
284,3.2140391718585517e-06,-0.00013914340590108506,5e-08,5e-08,gaussian,0.2704721573159598,0.7555814497006413,0.0,0.00013632244875188594,2.8060780813116704e-05,5e-08,5e-08,-79.69185202287144,-79.69185202287144
285,1.803811425282551e-06,-6.176941618695547e-05,5e-08,5e-08,gaussian,0.3012752411222832,0.8274301602489668,0.0,4.133406999878202e-05,-4.593701306213855e-05,5e-08,5e-08,40.3081479771285,40.3081479771285
286,1.3180156876019331e-06,-4.98962084727523e-05,5e-08,5e-08,gaussian,0.299655136789431,0.7880735411091109,0.0,3.127268142660949e-05,3.8902290185783634e-05,5e-08,5e-08,-40.30814797712844,-40.30814797712844
287,-2.393915626121733e-06,4.777090115923243e-05,5e-08,5e-08,gaussian,0.3090199283045162,0.7840679837608029,0.0,3.0825696599119335e-06,4.773141097727929e-05,5e-08,5e-08,-6.563950674290481,-6.563950674290481
288,-6.793029393558167e-06,0.00013770428964127502,5e-08,5e-08,gaussian,0.3420907015665279,0.867259952733419,0.0,0.00013374839633935545,-3.3466148726744815e-05,5e-08,5e-08,73.12790134858102,73.12790134858102
289,-1.106234218713125e-06,0.00014166735662526483,5e-08,5e-08,gaussian,0.2898107109296776,0.6590126087463618,0.0,0.00013524822083389702,4.21756143832197e-05,5e-08,5e-08,-73.12790134858102,-73.12790134858102
290,-4.443501637991582e-06,0.00011601424929691368,5e-08,5e-08,gaussian,0.2626541201436868,0.8138369390269533,0.0,-0.00010467631076502579,-5.021872869116679e-05,5e-08,5e-08,-66.56395067429048,-66.56395067429048
291,-4.248232698315879e-06,3.465437794804778e-05,5e-08,5e-08,gaussian,0.3093655668887833,0.7492768910567311,0.0,1.5676976213465615e-05,-3.1196246710583865e-05,5e-08,5e-08,19.6918520228715,19.6918520228715
292,5.5613414762464405e-06,-5.158015902138974e-05,5e-08,5e-08,gaussian,0.2986056446305336,0.8333487207414961,0.0,-1.2159711694747978e-05,-5.0433944275536096e-05,5e-08,5e-08,-19.709228967867944,-19.709228967867944
293,3.955192034395148e-06,-5.359200883954453e-05,5e-08,5e-08,gaussian,0.2752106073832086,0.8690835276854697,0.0,2.6461856247146922e-05,4.6770900348850367e-05,5e-08,5e-08,-33.72102804284276,-33.72102804284276
294,-7.011791419300286e-06,-7.387315004832861e-05,5e-08,5e-08,gaussian,0.2831598909638998,0.75497761070547,0.0,-4.911008847149594e-05,5.562918952575603e-05,5e-08,5e-08,46.86051402142138,46.86051402142138
295,1.680936197838259e-06,-1.2670436369904057e-05,5e-08,5e-08,gaussian,0.3282802359004392,0.7122478187259589,0.0,-5.635869847355694e-06,-1.1471812209440025e-05,5e-08,5e-08,-33.72102804284276,-33.72102804284276
296,-4.251341392743188e-06,3.6582315175031175e-06,5e-08,5e-08,gaussian,0.2598588660481926,0.730198171703513,0.0,2.7685545593541962e-06,-4.877670255888953e-06,5e-08,5e-08,-19.70922896786786,-19.70922896786786
297,8.022311968611103e-06,0.00010181650768717,5e-08,5e-08,gaussian,0.2791545328223346,0.9102024125308306,0.0,-8.6551818065409e-05,-5.421938321767964e-05,5e-08,5e-08,-53.430257010710676,-53.430257010710676
298,3.22780981083138e-06,0.00011433109498252685,5e-08,5e-08,gaussian,0.267226321054987,0.8090418652061182,0.0,-0.0001036204162173429,4.842341767185673e-05,5e-08,5e-08,66.56974298928932,66.56974298928932
299,1.122620020673513e-06,0.00010495612103334474,5e-08,5e-08,gaussian,0.3021460141263086,0.7359624951892302,0.0,0.00010077005321064092,2.9367396786257945e-05,5e-08,5e-08,-73.13948597857859,-73.13948597857859
300,-5.263459412190714e-06,-1.1859527343979895e-05,5e-08,5e-08,gaussian,0.3117225597413767,0.8667787509657392,0.0,5.263459412190701e-06,1.18595273439799e-05,5e-08,5e-08,5.684341886080802e-14,5.684341886080802e-14
301,3.734593475334797e-06,-2.12159011259744e-06,5e-08,5e-08,gaussian,0.2720832821774349,0.6633764871057745,0.0011432763066666666,-4.913464238899341e-07,-4.266955791148418e-06,5e-08,5e-08,-66.96823355378586,-66.96823355378586
302,5.690553838946832e-06,-7.086441561680439e-06,5e-08,5e-08,gaussian,0.2612846367986485,0.6984691052385081,0.0011432763066666666,6.097796160792975e-06,6.739209076923113e-06,5e-08,5e-08,-80.90470066135757,-80.90470066135757
303,-6.473858164045463e-06,7.2061999146569825e-06,5e-08,5e-08,gaussian,0.2888945369998673,0.7823673222332519,0.0011432763066666666,6.092226322852159e-06,7.53159579168503e-06,5e-08,5e-08,-80.90470066135762,-80.90470066135762
304,1.208209621452379e-06,5.001961830283104e-06,5e-08,5e-08,gaussian,0.262313392915873,0.6159510505344659,0.0011432763066666666,-5.924521134108929e-07,-5.111593991534749e-06,5e-08,5e-08,6.968233553785865,6.968233553785865
305,3.660443161242571e-06,3.143157603601674e-07,5e-08,5e-08,gaussian,0.3156277015327018,0.7477211525309606,0.0,3.671263426719867e-06,-1.3951123799675496e-07,5e-08,5e-08,-7.084090987622872,-7.084090987622872
306,-4.906374175653771e-06,-3.689398959959353e-06,5e-08,5e-08,gaussian,0.3191704510926338,0.7667871205874444,0.0,-4.39266406984931e-06,4.288201791745143e-06,5e-08,5e-08,-81.25227296286857,-81.25227296286857
307,-4.141511676931156e-06,2.644626519102773e-05,5e-08,5e-08,gaussian,0.2478714324287704,0.8217728255729236,0.0,-2.5508771793521505e-05,-8.11539420548155e-06,5e-08,5e-08,-81.25227296286855,-81.25227296286855
308,6.373359716626435e-06,1.8792566805134287e-05,5e-08,5e-08,gaussian,0.2788703521542289,0.8977034626102415,0.0,-1.8834846137487783e-05,-6.247307594485252e-06,5e-08,5e-08,-52.91590901237714,-52.91590901237714
309,-3.4762512340520277e-06,-9.121066213173712e-06,5e-08,5e-08,gaussian,0.3242586372085617,0.6723719219480573,0.0,2.9614493331372205e-06,-9.300967119316592e-06,5e-08,5e-08,38.524606358913026,38.524606358913026
310,-1.201036034667289e-06,9.117118450315875e-06,5e-08,5e-08,gaussian,0.2974013197772297,0.7040168579429196,0.0,-4.4554457438500375e-06,8.044460181843653e-06,5e-08,5e-08,21.475393641086967,21.475393641086967
311,3.2396967174153468e-06,2.29538037011987e-05,5e-08,5e-08,gaussian,0.3096555127910989,0.6533636477800266,0.0,-2.0250293609660657e-05,-1.1282656952000795e-05,5e-08,5e-08,-52.841535452971016,-52.841535452971016
312,-3.693383712680596e-06,9.074561946867936e-06,5e-08,5e-08,gaussian,0.2710474490182719,0.8283387592556415,0.0,-9.463018765486456e-06,2.537722132284993e-06,5e-08,5e-08,52.841535452971016,52.841535452971016
313,-2.929367950719277e-06,-4.02766096646995e-06,5e-08,5e-08,gaussian,0.2843937914238958,0.7249996095006848,0.0,-2.9293679507192778e-06,-4.027660966469949e-06,5e-08,5e-08,-1.4210854715202004e-14,-1.4210854715202004e-14
314,4.77982282760853e-06,-2.6686521153495804e-05,5e-08,5e-08,gaussian,0.2998811544070125,0.8964638708269698,0.0,1.6806297849529133e-05,2.127358620760071e-05,5e-08,5e-08,-48.46358197224774,-48.46358197224774
315,9.275480424778925e-06,-3.399178758695789e-06,5e-08,5e-08,gaussian,0.3158725340544323,0.6197667640849963,0.0,-8.40829087590777e-06,5.185518092741732e-06,5e-08,5e-08,-11.536418027752262,-11.536418027752262
316,1.0172116614230312e-06,2.3019832627258892e-05,5e-08,5e-08,gaussian,0.312488672123843,0.6968954463159339,0.0,-1.4643457974697094e-05,-1.7790912070336026e-05,5e-08,5e-08,-36.927163944495476,-36.927163944495476
317,8.065794043817756e-07,4.531164591447771e-05,5e-08,5e-08,gaussian,0.2903906592341101,0.7027548104798211,0.0,-4.507816280881041e-05,-4.6642323695288105e-06,5e-08,5e-08,-83.07283605550452,-83.07283605550452
318,-1.144851628999075e-06,-1.0238254247803858e-05,5e-08,5e-08,gaussian,0.2608820551294384,0.7211056607696904,0.0,-3.1797201056897116e-06,-9.799077270058045e-06,5e-08,5e-08,-11.59745595654502,-11.59745595654502
319,4.9049562614432e-06,-3.8865674997999547e-05,5e-08,5e-08,gaussian,0.2946797813736788,0.7202293347909936,0.0,3.8426613300496686e-05,-7.615423772245974e-06,5e-08,5e-08,71.597455956545,71.597455956545
320,4.179335883939419e-06,-1.8638783996231406e-05,5e-08,5e-08,gaussian,0.3038227410089478,0.7386854701485579,0.0,-7.820093768350965e-06,-1.7427485496856802e-05,5e-08,5e-08,-36.805088086910004,-36.805088086910004
321,-3.154775224557181e-06,5.56790229235668e-05,5e-08,5e-08,gaussian,0.2783699671986853,0.7843705865300596,0.0,5.491294753053396e-05,9.730076769963398e-06,5e-08,5e-08,-83.19491191309007,-83.19491191309007
322,-2.452231051170355e-06,3.3686836376058216e-05,5e-08,5e-08,gaussian,0.2790853561594482,0.7851920173390722,0.0,-3.119001109235995e-05,-1.2961465588972034e-05,5e-08,5e-08,-71.59745595654499,-71.59745595654499
323,-3.2096256894686587e-06,-3.10568891685021e-05,5e-08,5e-08,gaussian,0.2630465090807359,0.9362660985458836,0.0,-9.833852506737501e-06,2.96332145871293e-05,5e-08,5e-08,24.258927698039585,24.258927698039585
324,-2.720727203489775e-06,-3.2593141211049e-05,5e-08,5e-08,gaussian,0.2815844774259615,0.8487078471520807,0.0,-2.5133846998715585e-05,-2.0928567690225378e-05,5e-08,5e-08,-45.444643381176235,-45.444643381176235
325,2.057769624838124e-06,1.169619415559519e-06,5e-08,5e-08,gaussian,0.2709564663185185,0.6780949840599078,0.0,-2.356615428740302e-06,-2.208826095087336e-07,5e-08,5e-08,-24.258927698039557,-24.258927698039557
326,-5.5112680989367254e-06,4.717538535771997e-05,5e-08,5e-08,gaussian,0.251043970171704,0.6750020422862435,0.0,-3.556423568553418e-05,-3.14813627375232e-05,5e-08,5e-08,-55.1482144603921,-55.1482144603921
327,7.51148367334915e-06,7.873656513456992e-05,5e-08,5e-08,gaussian,0.2625357206122804,0.6938116980742914,0.0,-7.389288337279748e-05,2.8208347399653002e-05,5e-08,5e-08,74.55535661882374,74.55535661882374
328,4.104679813570556e-06,1.4290576082717339e-05,5e-08,5e-08,gaussian,0.3513988339735369,0.7230800554393352,0.0,5.298647037160605e-06,1.3892202875118677e-05,5e-08,5e-08,-4.851785539607917,-4.851785539607917
329,3.555432638887492e-06,-4.809521493271588e-05,5e-08,5e-08,gaussian,0.2889775690663802,0.7976937823736344,0.0,-3.040510734156996e-05,-3.743421226927864e-05,5e-08,5e-08,-43.312355642320284,-43.312355642320284
330,9.127006140951313e-06,-8.6437385246451e-05,5e-08,5e-08,gaussian,0.3204239145259836,0.8315683853634355,0.0,-8.621632780652375e-05,1.1021280728589915e-05,5e-08,5e-08,76.68764435767974,76.68764435767974
331,-1.493720820585506e-06,-2.2123637239845725e-05,5e-08,5e-08,gaussian,0.2974021488150745,0.7901716966029079,0.0,8.007439594025938e-06,-2.067770388022241e-05,5e-08,5e-08,25.03146653651956,25.03146653651956
332,6.086725078772051e-07,-1.4402063796502957e-05,5e-08,5e-08,gaussian,0.301084495102427,0.6469761751221569,0.0,-3.55257175476916e-06,-1.3970295549758532e-05,5e-08,5e-08,-16.687644357679687,-16.687644357679687
333,-2.169032950707945e-06,4.317142062506105e-05,5e-08,5e-08,gaussian,0.2856699093956841,0.8604706874234473,0.0,2.6520134928382483e-05,-3.413442113333096e-05,5e-08,5e-08,34.96853346348044,34.96853346348044
334,1.085532267264002e-07,6.670011326784485e-05,5e-08,5e-08,gaussian,0.3227910504969017,0.8783763864963502,0.0,-5.7709715911889937e-05,3.3444066485930246e-05,5e-08,5e-08,60.00000000000001,60.00000000000001
335,3.340369977974605e-06,6.960391476617233e-05,5e-08,5e-08,gaussian,0.252327040210015,0.7588521969172535,0.0,-6.59236460267367e-05,-2.2581760713191935e-05,5e-08,5e-08,-68.34382217883984,-68.34382217883984
336,-8.22115860027008e-06,-8.691689470759187e-06,5e-08,5e-08,gaussian,0.2881185218187994,0.6723430033556734,0.0,9.398191114020628e-06,7.403169481461609e-06,5e-08,5e-08,-8.365299200714006,-8.365299200714006
337,-2.559497325597933e-06,-8.642744993108259e-05,5e-08,5e-08,gaussian,0.2857531420549219,0.7636452614516378,0.0,8.470745585645695e-05,1.7346528484856215e-05,5e-08,5e-08,-76.7305984014279,-76.7305984014279
338,5.084065882905658e-06,-3.017094001608837e-05,5e-08,5e-08,gaussian,0.3583165463815429,0.7479338136914478,0.0,-2.1433448404092238e-05,2.1834391149405645e-05,5e-08,5e-08,34.90410239785798,34.90410239785798
339,-1.1707714172644541e-06,2.5002533784649255e-05,5e-08,5e-08,gaussian,0.2684017111739144,0.7562512385051011,0.0,-1.1707714172644556e-06,2.5002533784649255e-05,5e-08,5e-08,-0.0,-0.0
340,-6.6397969904346234e-06,4.9774524102383605e-05,5e-08,5e-08,gaussian,0.2675424340157927,0.7856136494676143,0.0,-3.392658135057174e-05,3.7021307804506164e-05,5e-08,5e-08,34.90410239785801,34.90410239785801
341,-2.6233914434236195e-06,9.822000755604504e-05,5e-08,5e-08,gaussian,0.2903014657595678,0.7971299243836969,0.0,-9.61998365637827e-05,1.9991085815344508e-05,5e-08,5e-08,76.73059840142798,76.73059840142798
342,9.055791171565428e-06,3.271387007263482e-05,5e-08,5e-08,gaussian,0.2658603072083275,0.8466274373683695,0.0,-2.2076000593275673e-05,-2.5784779360660168e-05,5e-08,5e-08,-25.09589760214199,-25.09589760214199
343,-6.275008537447922e-07,-5.232493830822599e-06,5e-08,5e-08,gaussian,0.2790638949335292,0.7352964652757117,0.0,6.275008537447866e-07,5.2324938308226e-06,5e-08,5e-08,5.684341886080802e-14,5.684341886080802e-14
344,-1.660290145218422e-06,-7.434382274639807e-05,5e-08,5e-08,gaussian,0.3541629291069986,0.7099526949024944,0.0,7.198944915822075e-05,-1.863544348305438e-05,5e-08,5e-08,76.76614265296564,76.76614265296564
345,7.084805939431045e-07,-7.470954314956682e-05,5e-08,5e-08,gaussian,0.3422769034173728,0.7845548561974529,0.0,7.256335150168854e-05,1.7792633341115506e-05,5e-08,5e-08,-76.76614265296564,-76.76614265296564
346,-3.841884096878272e-06,2.6810222257002017e-05,5e-08,5e-08,gaussian,0.2598337012172265,0.679621066226882,0.0,-1.4871419766321768e-05,2.2636010359989384e-05,5e-08,5e-08,25.14921397944846,25.14921397944846
347,-4.232352189099364e-06,2.610491147738311e-05,5e-08,5e-08,gaussian,0.2860578652541279,0.7200708758914994,0.0,3.812772980817049e-07,-2.644303000634666e-05,5e-08,5e-08,-8.383071326482806,-8.383071326482806
348,-9.297511980962407e-06,7.458633557930316e-05,5e-08,5e-08,gaussian,0.3026293382378643,0.8358932994198568,0.0,-7.276570190498886e-05,1.883395365978331e-05,5e-08,5e-08,68.38307132648282,68.38307132648282
349,6.694412614087557e-07,6.179993412681122e-05,5e-08,5e-08,gaussian,0.2719267410100754,0.7540571619696446,0.0,4.8859210682803134e-05,3.78478208241127e-05,5e-08,5e-08,-51.61692867351718,-51.61692867351718
350,-6.240573834110677e-06,-2.092360896984617e-05,5e-08,5e-08,gaussian,0.3191746139801209,0.8213273927117728,0.0,1.251678814423059e-05,1.7890561440448497e-05,5e-08,5e-08,-18.370339830765573,-18.370339830765573
351,-7.945859469099153e-06,-6.762196349199693e-05,5e-08,5e-08,gaussian,0.2896018361261068,0.8834453070260565,0.0,-5.18696234427741e-05,4.410678851515329e-05,5e-08,5e-08,56.32593203384687,56.32593203384687
352,2.774047243360175e-06,-5.936417729711018e-05,5e-08,5e-08,gaussian,0.2819766742549242,0.6173366000268652,0.0,-4.2966867080595605e-05,-4.105665862621503e-05,5e-08,5e-08,-48.97779610154063,-48.97779610154063
353,4.448832266131676e-06,-2.7479623199262502e-05,5e-08,5e-08,gaussian,0.240019145695634,0.9124597611935352,0.0,1.1802181512982128e-05,2.5211709803982812e-05,5e-08,5e-08,-34.28152423692808,-34.28152423692808
354,9.326911795223329e-06,1.6832054919264944e-05,5e-08,5e-08,gaussian,0.2656095186574079,0.8414515188453491,0.0,1.038635135842108e-05,1.6199785859709747e-05,5e-08,5e-08,-3.674067966153146,-3.674067966153146
355,4.963031296959594e-07,8.589711406167728e-05,5e-08,5e-08,gaussian,0.3197071922631972,0.7156079404436915,0.0,-6.44797819823443e-05,5.675313415513447e-05,5e-08,5e-08,48.977796101540605,48.977796101540605
