MM #,m_rad,m_azi,sigma_rad,sigma_azi,distribution,alpha_azi,alpha_rad,weight,mux,muy,sigmax,sigmay,theta_degrees,theta_position
111,-8.114743614304816e-07,1.190954000615184e-05,5e-08,5e-08,gaussian,0.3168920638514697,0.8947057990455328,0.0,-3.6049641609294986e-06,-1.1379800841658172e-05,5e-08,5e-08,-21.47539364108694,-21.47539364108694
112,-4.6193548870645775e-06,-2.6609147714842078e-06,5e-08,5e-08,gaussian,0.2691364566344271,0.8045929572298254,0.0,4.2517611969308045e-06,3.2158099629834757e-06,5e-08,5e-08,7.1584645470289985,7.1584645470289985
113,-2.112629226848639e-06,-2.813133993854257e-05,5e-08,5e-08,gaussian,0.2567050057908133,0.6636949238132754,0.0,2.5418769642697948e-05,1.2236079390042903e-05,5e-08,5e-08,-59.99999999999997,-59.99999999999997
114,-5.120352824562536e-06,4.0536485622749336e-06,5e-08,5e-08,gaussian,0.2669641382058888,0.8561548458381704,0.0,2.223362519156008e-06,6.140581309847744e-06,5e-08,5e-08,-71.53641802775229,-71.53641802775229
115,-2.0711080275839402e-06,-1.0302365480365377e-05,5e-08,5e-08,gaussian,0.2838624815454566,0.8124723101227509,0.0,-4.089644842200244e-06,-9.680032438871875e-06,5e-08,5e-08,-11.536418027752276,-11.536418027752276
116,9.340879242451575e-07,3.462845129797488e-05,5e-08,5e-08,gaussian,0.3316764787188318,0.6461845105135177,0.0,3.0456162479881045e-05,1.6505281777222854e-05,5e-08,5e-08,-60.0,-60.0
117,2.458734000862952e-06,1.374720239846797e-05,5e-08,5e-08,gaussian,0.2911779135928069,0.7983397739962849,0.0,3.1254886816166585e-06,-1.3611108227199181e-05,5e-08,5e-08,23.07283605550451,23.07283605550451
118,3.4662309471101207e-06,-1.7955816840199483e-06,5e-08,5e-08,gaussian,0.3086450272692751,0.7910247808120933,0.0,3.288134826486379e-06,2.104053213571186e-06,5e-08,5e-08,60.0,60.0
119,3.040701367742828e-06,-7.004907942513871e-06,5e-08,5e-08,gaussian,0.2848467950105126,0.7180607770419679,0.0,-4.546077545516986e-06,-6.13577860104431e-06,5e-08,5e-08,-60.00000000000003,-60.00000000000003
120,-6.951088699226003e-06,-4.24939502130482e-06,5e-08,5e-08,gaussian,0.2453295513386381,0.7555617393212745,0.0,7.663451190447541e-06,2.7652319980836666e-06,5e-08,5e-08,-11.597455956544962,-11.597455956544962
121,-1.1729112951879609e-06,1.940374115388864e-05,5e-08,5e-08,gaussian,0.2837712409659842,0.8063883254251148,0.0,1.5289340192040264e-05,-1.2004872684270887e-05,5e-08,5e-08,48.40254404345498,48.40254404345498
122,-7.317134427060669e-07,1.412583457927564e-05,5e-08,5e-08,gaussian,0.2680881514449859,0.6053904100091515,0.0,3.5565539556538128e-06,-1.3690344447230662e-05,5e-08,5e-08,11.597455956545048,11.597455956545048
123,-8.564828720319772e-07,-3.0355956220057247e-05,5e-08,5e-08,gaussian,0.2768312918677576,0.9446118930678673,0.0,1.7036441136992913e-05,-2.513915898215157e-05,5e-08,5e-08,35.74107230196042,35.74107230196042
124,-4.840819397710583e-06,-6.70873614454038e-05,5e-08,5e-08,gaussian,0.2699651165963634,0.8358658485644725,0.0,-6.33755706487784e-05,2.2531858402919233e-05,5e-08,5e-08,74.55535661882374,74.55535661882374
125,5.2674792997528754e-06,1.4387145918646059e-06,5e-08,5e-08,gaussian,0.2950657973890427,0.6498930997563689,0.0,5.126920707873927e-06,1.8790747471409153e-06,5e-08,5e-08,4.851785539607917,4.851785539607917
126,-1.4958742564738029e-06,2.260143711257309e-05,5e-08,5e-08,gaussian,0.2582404531409684,0.8192889815480853,0.0,-7.127950819754958e-06,2.1500114335880445e-05,5e-08,5e-08,14.555356618823751,14.555356618823751
127,-2.6119954388754068e-06,8.119395319739536e-05,5e-08,5e-08,gaussian,0.2885232921645734,0.6767572757554263,0.0,8.10479796573899e-05,-5.5231829092332556e-06,5e-08,5e-08,84.2589276980396,84.2589276980396
128,8.770534702755505e-08,1.7864380702593894e-05,5e-08,5e-08,gaussian,0.3184346914045065,0.7102790425775959,0.0,4.404701154976162e-06,-1.7313070145137693e-05,5e-08,5e-08,14.55535661882378,14.55535661882378
129,-5.939809710154658e-07,-4.473387841167053e-05,5e-08,5e-08,gaussian,0.3383852554604482,0.7537004670107448,0.0,2.515142232888825e-05,-3.6998360044439176e-05,5e-08,5e-08,34.96853346348045,34.96853346348045
130,-2.196427079017922e-06,-8.664035921052389e-05,5e-08,5e-08,gaussian,0.295640572190374,0.6780966626806428,0.0,8.380651856345307e-05,-2.2087181402697104e-05,5e-08,5e-08,76.68764435767972,76.68764435767972
131,-1.493457097092371e-06,-1.141082779030673e-06,5e-08,5e-08,gaussian,0.2374924633210727,0.7500521963879623,0.0,1.4934570970923697e-06,1.1410827790306747e-06,5e-08,5e-08,5.684341886080802e-14,5.684341886080802e-14
132,-5.89225898065097e-06,-9.944164810257155e-06,5e-08,5e-08,gaussian,0.2895171943677843,0.8088778176130464,0.0,9.546366415811988e-06,6.5170559245471964e-06,5e-08,5e-08,-25.03146653651953,-25.03146653651953
133,-8.70185387155544e-06,3.861371125929154e-05,5e-08,5e-08,gaussian,0.2661255429999109,0.757246373383392,0.0,2.4222613673935005e-05,-3.1305046635025796e-05,5e-08,5e-08,25.03146653651956,25.03146653651956
134,9.373114435974043e-06,8.539005318423061e-05,5e-08,5e-08,gaussian,0.3018801799294146,0.795954196020353,0.0,8.525380714829547e-05,1.0540627294276198e-05,5e-08,5e-08,-76.68764435767969,-76.68764435767969
135,-8.567203551995452e-07,2.6949375817645717e-05,5e-08,5e-08,gaussian,0.3118417068723603,0.9231153337579067,0.0,-8.55925913703303e-06,2.5568377143511428e-05,5e-08,5e-08,16.687644357679716,16.687644357679716
136,-6.734610919663165e-06,-6.166437115730012e-05,5e-08,5e-08,gaussian,0.3072198146136699,0.8585161964306853,0.0,5.677021739044589e-05,2.499984143761776e-05,5e-08,5e-08,-59.999999999999915,-59.999999999999915
137,3.91077664450815e-06,-0.0001049195835793978,5e-08,5e-08,gaussian,0.2735692488891946,0.7047192423217845,0.0,0.00010420116613712932,1.2865852793337926e-05,5e-08,5e-08,-85.09589760214192,-85.09589760214192
138,-2.2569746497194312e-06,-1.9506833733041257e-05,5e-08,5e-08,gaussian,0.2985251759839044,0.7996909452287609,0.0,3.454036764069091e-06,-1.933080771438306e-05,5e-08,5e-08,16.730598401427983,16.730598401427983
139,2.971675429776499e-06,-7.547935431770569e-06,5e-08,5e-08,gaussian,0.3020448582222819,0.7046668369051621,0.0,4.03816141215836e-06,-7.035299322094981e-06,5e-08,5e-08,8.365299200713991,8.365299200713991
140,-1.131925290910694e-06,3.9140132902218515e-05,5e-08,5e-08,gaussian,0.2895821788486961,0.8038913545088563,0.0,-1.762575453539265e-05,3.496518319021962e-05,5e-08,5e-08,25.09589760214199,25.09589760214199
141,2.410253331427267e-06,0.00010067889248469556,5e-08,5e-08,gaussian,0.2805367840553009,0.6494528898797615,0.0,9.743770076486657e-05,-2.5454728101530856e-05,5e-08,5e-08,76.73059840142798,76.73059840142798
142,4.380207552749506e-06,1.340057234535358e-05,5e-08,5e-08,gaussian,0.2629940735330104,0.8204026046985667,0.0,-4.380207552749503e-06,-1.340057234535358e-05,5e-08,5e-08,1.4210854715202004e-14,1.4210854715202004e-14
143,-1.695693909534174e-06,-2.3594284839326846e-05,5e-08,5e-08,gaussian,0.2493231525796108,0.8652129286476755,0.0,-1.7622518413084434e-06,2.3589407015902817e-05,5e-08,5e-08,8.38307132648282,8.38307132648282
144,7.033727659368734e-06,-8.819956283366019e-05,5e-08,5e-08,gaussian,0.2815946553707415,0.7926563841446937,0.0,-8.847843785095305e-05,4.4971578800051606e-07,5e-08,5e-08,85.14921397944849,85.14921397944849
145,-1.060005990449673e-05,-1.8419741100118747e-05,5e-08,5e-08,gaussian,0.2921706228176597,0.8752946032804932,0.0,-1.546292255870297e-05,-1.4578962861530238e-05,5e-08,5e-08,-16.766142652965655,-16.766142652965655
146,2.112901431984947e-07,-3.3230409498550485e-05,5e-08,5e-08,gaussian,0.2950071421957246,0.8676946148043576,0.0,-1.8815831177583424e-05,-2.7391043354765564e-05,5e-08,5e-08,-34.85078602055155,-34.85078602055155
147,-2.0217780355438505e-06,5.673328201968971e-05,5e-08,5e-08,gaussian,0.3139531255455807,0.8474827705006593,0.0,-4.5727266705856345e-05,3.364178881632391e-05,5e-08,5e-08,51.61692867351719,51.61692867351719
148,3.191354207594364e-06,8.957129104034333e-05,5e-08,5e-08,gaussian,0.2994258457956763,0.8575397018610421,0.0,8.792320189946076e-05,1.7398605922857124e-05,5e-08,5e-08,-76.76614265296564,-76.76614265296564
149,-3.0439043959073228e-06,2.982400694881168e-05,5e-08,5e-08,gaussian,0.3122780599669844,0.6739728412636987,0.0,-1.1517721738774453e-05,2.7678129098664774e-05,5e-08,5e-08,16.76614265296564,16.76614265296564
150,1.651617195610491e-06,-3.0940887775568572e-06,5e-08,5e-08,gaussian,0.282734426242036,0.714824121884955,0.0,1.029593133641266e-06,-3.35278432103801e-06,5e-08,5e-08,-11.022203898459395,-11.022203898459395
151,7.42707896873007e-07,-5.81356315001257e-05,5e-08,5e-08,gaussian,0.2598440854218882,0.817260399425873,0.0,-4.796896482990929e-05,-3.28524227125704e-05,5e-08,5e-08,-56.32593203384687,-56.32593203384687
152,6.976381966684537e-07,-0.0001132905063781286,5e-08,5e-08,gaussian,0.2478017512513114,0.7882891287622014,0.0,0.00011302642566980969,-7.762257066938518e-06,5e-08,5e-08,85.7184757630719,85.7184757630719
153,-2.7923846544585868e-06,2.0587009327067094e-05,5e-08,5e-08,gaussian,0.3149723619608779,0.7231207463959425,0.0,-4.105874381685063e-06,2.036575951574175e-05,5e-08,5e-08,3.6740679661531317,3.6740679661531317
154,1.4850952478985251e-06,2.7786134345536938e-05,5e-08,5e-08,gaussian,0.2857115279951287,0.7749220927957969,0.0,1.3395760064255877e-05,2.4389103756892045e-05,5e-08,5e-08,-25.718475763071908,-25.718475763071908
155,6.137919318214937e-06,0.00011296120803763095,5e-08,5e-08,gaussian,0.3217041553387907,0.8675945250338677,0.0,0.0001088172264391209,3.093088755556399e-05,5e-08,5e-08,-71.0222038984594,-71.0222038984594
156,-1.262793055283072e-06,5.800801583076555e-05,5e-08,5e-08,gaussian,0.3179063603066808,0.8191069562005996,0.0,3.163015313732567e-05,4.864214180555935e-05,5e-08,5e-08,-34.28152423692812,-34.28152423692812
157,2.924104025805326e-06,7.302664271691062e-05,5e-08,5e-08,gaussian,0.268414768693245,0.835261628673522,0.0,5.317609627068612e-05,-5.013724879037309e-05,5e-08,5e-08,48.97779610154063,48.97779610154063
158,5.489277267599322e-07,-3.110566956149956e-05,5e-08,5e-08,gaussian,0.3134705430915554,0.8569017758767059,0.0,-9.29657055398211e-06,-2.968901777515112e-05,5e-08,5e-08,-18.397993442072718,-18.397993442072718
159,-3.598037596035859e-06,-8.460776729475148e-05,5e-08,5e-08,gaussian,0.3381462573989027,0.7711071623524809,0.0,-8.215546955765823e-05,2.0540179719418136e-05,5e-08,5e-08,78.39799344207273,78.39799344207273
160,-7.586272628812123e-07,-4.971333303057891e-05,5e-08,5e-08,gaussian,0.2712161378442693,0.763543880231777,0.0,-4.676932915760359e-05,1.6870709720725002e-05,5e-08,5e-08,71.03879606524362,71.03879606524362
161,-1.16154407291287e-06,-7.354450488638542e-06,5e-08,5e-08,gaussian,0.2991487418585891,0.7581105882734461,0.0,4.014431627623572e-06,-6.270683003492544e-06,5e-08,5e-08,41.602006557927275,41.602006557927275
162,-1.280600109267921e-06,6.338463931616941e-06,5e-08,5e-08,gaussian,0.2733119111387183,0.674936628083454,0.0,8.711767449493269e-07,-6.407582440462658e-06,5e-08,5e-08,-3.679598688414572,-3.679598688414572
163,-4.599432456102043e-06,4.986462605976142e-05,5e-08,5e-08,gaussian,0.2847130734156788,0.7915134641793973,0.0,1.7526636966800595e-05,4.6908983229569816e-05,5e-08,5e-08,-25.75719081890182,-25.75719081890182
164,-2.269826269913964e-06,6.923195622425217e-05,5e-08,5e-08,gaussian,0.298059156986887,0.7459895942210214,0.0,-6.104816391232676e-05,-3.2731293235465744e-05,5e-08,5e-08,-63.67959868841456,-63.67959868841456
165,-8.268965393983526e-07,6.518111315233994e-06,5e-08,5e-08,gaussian,0.2510955025018893,0.8802654865298766,0.0,-1.243504594874238e-06,6.451606724466166e-06,5e-08,5e-08,3.6795986884145293,3.6795986884145293
166,2.8990420654401057e-06,-4.6232048773891664e-05,5e-08,5e-08,gaussian,0.2966693319098497,0.7472533423545831,0.0,-3.295965617575853e-05,-3.2549467637804344e-05,5e-08,5e-08,-48.946865609090224,-48.946865609090224
167,-9.434681004586854e-06,-0.00011880170842026757,5e-08,5e-08,gaussian,0.3111858639255905,0.8048533998122825,0.0,-0.00011917375682642517,6.890668390471666e-07,5e-08,5e-08,-85.79064691212281,-85.79064691212281
168,-1.8370905185064989e-06,-0.00010353142941269927,5e-08,5e-08,gaussian,0.3257051459721748,0.8034880193385695,0.0,-0.00010179348293445152,-1.8979425962959172e-05,5e-08,5e-08,-78.42189065151629,-78.42189065151629
169,2.574664803955171e-06,-1.0909732525881253e-05,5e-08,5e-08,gaussian,0.3369302249503734,0.808075117018397,0.0,4.004433223233257e-06,1.0469750579629993e-05,5e-08,5e-08,-34.20935308787722,-34.20935308787722
170,3.152881749821239e-06,4.007661761798688e-05,5e-08,5e-08,gaussian,0.2575312444294977,0.7902678967832975,0.0,2.0275522643945813e-05,3.4712809228605114e-05,5e-08,5e-08,-25.79064691212278,-25.79064691212278
171,-5.615724220107428e-06,5.523266783640616e-05,5e-08,5e-08,gaussian,0.3264066499852396,0.8676829440258785,0.0,5.077613896008476e-06,5.528473380569122e-05,5e-08,5e-08,-11.053134390909776,-11.053134390909776
172,6.9188021050313665e-06,0.00013062783341284955,5e-08,5e-08,gaussian,0.2897205642132952,0.738500800345655,0.0,-0.00012658118980549252,3.299550078616246e-05,5e-08,5e-08,78.42189065151629,78.42189065151629
173,-2.712169496921137e-06,4.8477941088259516e-05,5e-08,5e-08,gaussian,0.3202313573183465,0.5409811091536167,0.0,-1.7892774376779826e-05,4.5136628813397676e-05,5e-08,5e-08,18.42189065151628,18.42189065151628
174,-1.8671928254664928e-06,2.4477800099333713e-05,5e-08,5e-08,gaussian,0.3404879439594564,0.7459507740928875,0.0,4.650315562736503e-06,-2.410443261969437e-05,5e-08,5e-08,6.55742157188044,6.55742157188044
175,-1.0796778389916579e-07,-3.878332540687958e-05,5e-08,5e-08,gaussian,0.2735141315390736,0.699303609191963,0.0,8.905228603608157e-06,3.77472501008451e-05,5e-08,5e-08,-13.114843143760893,-13.114843143760893
176,-3.257709977139065e-06,-4.8060446692377644e-05,5e-08,5e-08,gaussian,0.2849049842112414,0.9068936114288917,0.0,3.3586277310450834e-05,3.453087295437981e-05,5e-08,5e-08,-40.32773528435868,-40.32773528435868
177,-2.969529256575868e-06,-7.851217794162218e-06,5e-08,5e-08,gaussian,0.2518894433391807,0.7275229202813338,0.0,-7.760836222396297e-06,-3.1983036106928663e-06,5e-08,5e-08,-46.88515685623912,-46.88515685623912
178,-3.2818944962193856e-06,-3.345249186255677e-05,5e-08,5e-08,gaussian,0.3000462585081994,0.7398980285108236,0.0,-2.4151046668418316e-05,-2.3378772168756472e-05,5e-08,5e-08,-40.32773528435871,-40.32773528435871
179,-5.203938268823017e-07,2.7793411536331197e-05,5e-08,5e-08,gaussian,0.306697741434241,0.7984951178659788,0.0,6.813246190266357e-06,-2.6950402796873852e-05,5e-08,5e-08,13.114843143760865,13.114843143760865
180,-6.590352334802165e-07,0.00010805471599751993,5e-08,5e-08,gaussian,0.3277630558084159,0.7397061289306069,0.0,0.0001035877738230004,-3.07543345097657e-05,5e-08,5e-08,73.11484314376088,73.11484314376088
181,5.45882530864574e-07,9.152649039799494e-05,5e-08,5e-08,gaussian,0.2863656530305818,0.7591942703841055,0.0,7.899132453846384e-05,-4.6235993338208265e-05,5e-08,5e-08,60.00000000000006,60.00000000000006
182,-4.756650631727569e-06,8.134131305489588e-05,5e-08,5e-08,gaussian,0.3255551909466199,0.781922066705546,0.0,-6.806531816685882e-05,-4.479003681145134e-05,5e-08,5e-08,-59.99999999999997,-59.99999999999997
183,-1.904347226957313e-06,-5.9239216479296884e-05,5e-08,5e-08,gaussian,0.2633822068180074,0.7909726533838346,0.0,-4.8714948388209546e-05,-3.376040744682891e-05,5e-08,5e-08,-53.43604932570952,-53.43604932570952
184,6.298179694736935e-07,-0.00010847053781700042,5e-08,5e-08,gaussian,0.3172688678519182,0.7313968471198508,0.0,-9.92717193006647e-05,-4.371933201770154e-05,5e-08,5e-08,-66.56395067429051,-66.56395067429051
185,-2.4858753159656973e-06,-0.0001560146551266009,5e-08,5e-08,gaussian,0.2718382018837261,0.8237445111220818,0.0,-0.0001558439811850015,-7.707510542817137e-06,5e-08,5e-08,-86.25580269716201,-86.25580269716201
186,2.3365629477067335e-06,-5.06704571274166e-05,5e-08,5e-08,gaussian,0.2478778480139474,0.7418926247328917,0.0,-3.456043672148902e-05,3.712857343785126e-05,5e-08,5e-08,40.30814797712847,40.30814797712847
187,5.029644936832785e-06,5.319718276991464e-05,5e-08,5e-08,gaussian,0.2846280376868199,0.5441427947965266,0.0,2.8044070293693695e-05,4.548370811849755e-05,5e-08,5e-08,-26.25580269716197,-26.25580269716197
188,1.899391907328559e-06,0.00012176491477961013,5e-08,5e-08,gaussian,0.3087554759038496,0.8600137324439135,0.0,0.00011096442927152968,-5.0171681229026305e-05,5e-08,5e-08,66.56395067429048,66.56395067429048
189,-5.756381812800614e-06,0.00013638178609735454,5e-08,5e-08,gaussian,0.2720308531560229,0.8522794509970667,0.0,-0.000135714781243701,-1.4650107940001469e-05,5e-08,5e-08,-86.25580269716193,-86.25580269716193
190,-4.405559185541229e-06,0.0001439904121996695,5e-08,5e-08,gaussian,0.2977588568245613,0.8034168902892246,0.0,-0.00014245468959809792,2.1431499450053352e-05,5e-08,5e-08,79.6918520228715,79.6918520228715
191,-2.762245493612227e-06,2.772573681864326e-05,5e-08,5e-08,gaussian,0.2840878197280211,0.8237945691375567,0.0,5.913526357905803e-06,-2.7228233294101286e-05,5e-08,5e-08,6.563950674290524,6.563950674290524
192,4.90963871311613e-06,-8.042284645513709e-05,5e-08,5e-08,gaussian,0.3471409215198832,0.8557230020719604,0.0,5.575173211368904e-05,-5.816943484823737e-05,5e-08,5e-08,40.29077103213208,40.29077103213208
193,2.442410502908526e-06,-0.00010510330767009026,5e-08,5e-08,gaussian,0.2801381927653251,0.7801670447899328,0.0,9.546580850950255e-05,4.4033510624130046e-05,5e-08,5e-08,-66.56974298928932,-66.56974298928932
194,9.022212850873467e-08,-7.69954946322158e-05,5e-08,5e-08,gaussian,0.3094918132254053,0.843796840466795,0.0,6.189131697859988e-05,-4.580151980389423e-05,5e-08,5e-08,53.4302570107107,53.4302570107107
195,-1.301591665159795e-06,-7.260509886846894e-05,5e-08,5e-08,gaussian,0.2539104244188383,0.8751084676239227,0.0,-5.908698366390553e-05,-4.2212828430043865e-05,5e-08,5e-08,-53.430257010710704,-53.430257010710704
196,2.276041882317306e-06,4.281055457150551e-05,5e-08,5e-08,gaussian,0.2592881045193118,0.743272712955057,0.0,1.194825545140904e-05,4.1172358944294004e-05,5e-08,5e-08,-13.139485978578605,-13.139485978578605
197,9.731557978787943e-07,0.00013496858467691941,5e-08,5e-08,gaussian,0.3480972708373919,0.5248736498503735,0.0,-0.00013262360834066618,2.5068793201893102e-05,5e-08,5e-08,79.70922896786794,79.70922896786794
198,1.706132425232369e-06,0.00012806429217207,5e-08,5e-08,gaussian,0.3142914126507941,0.7824092392386751,0.0,0.00012768359011516598,-1.0013722219435749e-05,5e-08,5e-08,86.27897195715724,86.27897195715724
199,3.264169657262491e-06,7.387570844890794e-05,5e-08,5e-08,gaussian,0.3077522804592231,0.76837788676077,0.0,4.528315825868073e-05,-5.846118952346687e-05,5e-08,5e-08,40.290771032132085,40.290771032132085
200,6.385531337184588e-06,-7.940688434404756e-06,5e-08,5e-08,gaussian,0.2477291314843198,0.7387770282420337,0.0,7.252114030024048e-06,-7.157959581192408e-06,5e-08,5e-08,6.56974298928931,6.56974298928931
201,1.5740068401702707e-07,-1.757106741728303e-05,5e-08,5e-08,gaussian,0.249970344006372,0.8081160285667524,0.0011432763066666666,1.62320255520708e-05,-6.729675447965914e-06,5e-08,5e-08,66.96823355378586,66.96823355378586
202,2.5329536154295682e-06,-2.0741359905150858e-05,5e-08,5e-08,gaussian,0.2718605210343082,0.7702547101696259,0.0011432763066666666,-2.0079022645963035e-05,5.783832147963947e-06,5e-08,5e-08,66.96823355378586,66.96823355378586
203,-3.2851028946804723e-07,2.5189851843462453e-05,5e-08,5e-08,gaussian,0.306412983574331,0.7653000418234982,0.0011432763066666666,-2.4925064210005337e-05,3.657557796260563e-06,5e-08,5e-08,80.9047006613576,80.9047006613576
204,-7.699606159225422e-07,1.4289876097328756e-05,5e-08,5e-08,gaussian,0.3322240750859294,0.7105676625560006,0.0011432763066666666,-8.413804294916625e-06,-1.1575892860333589e-05,5e-08,5e-08,-39.095299338642434,-39.095299338642434
205,1.497017081556158e-06,-1.7902756397670497e-05,5e-08,5e-08,gaussian,0.2944938700058825,0.769582232820099,0.0,-1.707273104234294e-05,5.592101709788769e-06,5e-08,5e-08,67.08409098762289,67.08409098762289
206,1.2598594003634499e-06,-1.9346962961406314e-05,5e-08,5e-08,gaussian,0.3221692748299129,0.8868445847905165,0.0,-1.9313514956415495e-05,1.6971627992113166e-06,5e-08,5e-08,81.2522729628686,81.2522729628686
207,-1.085361968134635e-06,3.539316263512951e-05,5e-08,5e-08,gaussian,0.2904579120431857,0.7343087211695918,0.0,-3.5146519628571825e-05,4.3100034706500685e-06,5e-08,5e-08,81.25227296286859,81.25227296286859
208,-2.002327441297939e-07,1.0964151229202413e-05,5e-08,5e-08,gaussian,0.2909440619131256,0.712561673357996,0.0,7.018543768540011e-06,-8.425719476562859e-06,5e-08,5e-08,38.747727037131426,38.747727037131426
209,-1.024210911267961e-05,-1.103328100796286e-05,5e-08,5e-08,gaussian,0.2952960394611291,0.7753757937259688,0.0,-1.4979626297962714e-05,1.498293979862609e-06,5e-08,5e-08,-52.841535452971016,-52.841535452971016
210,-1.5481289435747389e-06,-1.69723575779896e-05,5e-08,5e-08,gaussian,0.2886791745506473,0.7857534755507679,0.0,1.6242377561744298e-05,5.161666022014626e-06,5e-08,5e-08,-67.15846454702898,-67.15846454702898
211,-3.1801991782036147e-06,-3.961606899897628e-06,5e-08,5e-08,gaussian,0.2810633585814659,0.6609326435742935,0.0,-4.409764150235958e-06,-2.5222958156523138e-06,5e-08,5e-08,-21.475393641086953,-21.475393641086953
212,1.023313424925425e-06,6.203352281562696e-06,5e-08,5e-08,gaussian,0.3135451034318701,0.7843395274629469,0.0,4.664341965183302e-06,4.215763741794799e-06,5e-08,5e-08,-38.52460635891305,-38.52460635891305
213,3.074757401221399e-06,-4.6759368998423984e-05,5e-08,5e-08,gaussian,0.3068188273035891,0.7237676231049543,0.0,4.6788877169369305e-05,-2.5872177018589114e-06,5e-08,5e-08,83.07283605550454,83.07283605550454
214,2.0691022075104423e-06,-9.805651284414037e-06,5e-08,5e-08,gaussian,0.2836011258284813,0.7626260306431718,0.0,9.956195269979866e-06,-1.14287217250481e-06,5e-08,5e-08,71.53641802775226,71.53641802775226
215,8.584228435970098e-07,7.597167471865753e-06,5e-08,5e-08,gaussian,0.2490506170814926,0.6845282198691147,0.0,-8.584228435970152e-07,-7.5971674718657525e-06,5e-08,5e-08,-4.263256414560601e-14,-4.263256414560601e-14
216,2.124143628695668e-06,1.732195523092927e-05,5e-08,5e-08,gaussian,0.3135677297732113,0.7699504087743112,0.0,1.4374590403438527e-05,9.896123984218237e-06,5e-08,5e-08,-48.46358197224771,-48.46358197224771
217,-1.7474336038096568e-06,1.461982661326019e-05,5e-08,5e-08,gaussian,0.3108342921948332,0.7494974088958146,0.0,-4.1218726005227566e-06,-1.4135169636993183e-05,5e-08,5e-08,-23.072836055504595,-23.072836055504595
218,-3.370999151781812e-07,-1.929081387894781e-05,5e-08,5e-08,gaussian,0.3155759946264294,0.781691726391336,0.0,-7.907737693958571e-06,-1.7598773281924096e-05,5e-08,5e-08,-23.194911913090024,-23.194911913090024
219,-5.873614101043273e-06,-1.3603485196134233e-05,5e-08,5e-08,gaussian,0.2893987782116624,0.6966650582864461,0.0,-3.446901337129011e-06,1.4410864764528041e-05,5e-08,5e-08,36.805088086910004,36.805088086910004
220,8.754413097751483e-07,-2.5474693962716963e-05,5e-08,5e-08,gaussian,0.2710710062698206,0.8042339068392566,0.0,-2.3895599852548114e-05,-8.872808893910178e-06,5e-08,5e-08,-71.59745595654502,-71.59745595654502
221,-2.85185848878204e-06,5.2425980700196046e-05,5e-08,5e-08,gaussian,0.2952435415323075,0.8238315986598237,0.0,5.239456194895959e-05,-3.380299897050946e-06,5e-08,5e-08,83.19491191309001,83.19491191309001
222,6.248360308229436e-06,3.6800888879829e-05,5e-08,5e-08,gaussian,0.322446188493071,0.6968032976441042,0.0,3.294641268330778e-05,-1.7546547244063563e-05,5e-08,5e-08,71.59745595654505,71.59745595654505
223,8.327919919059424e-06,-1.0288585779259804e-05,5e-08,5e-08,gaussian,0.2657189209914826,0.7938021858857484,0.0,-5.474958990382129e-06,1.2051309952411302e-05,5e-08,5e-08,-14.555356618823737,-14.555356618823737
224,2.119933408197511e-06,-4.866230642115075e-05,5e-08,5e-08,gaussian,0.3281020821211859,0.8427139845816553,0.0,-4.495056975504899e-05,1.87606093338579e-05,5e-08,5e-08,64.8517855396079,64.8517855396079
225,6.224451689589178e-07,-3.861101030990207e-06,5e-08,5e-08,gaussian,0.3169990002339471,0.8704204155745794,0.0,-2.7605756567449147e-06,2.770335936896699e-06,5e-08,5e-08,35.74107230196044,35.74107230196044
226,7.277007889076886e-07,3.803779810230605e-05,5e-08,5e-08,gaussian,0.3299320691148069,0.6599871176831164,0.0,1.629168796239048e-05,3.4380001981472826e-05,5e-08,5e-08,-24.258927698039585,-24.258927698039585
227,-2.934908848000857e-07,5.1537602543619205e-05,5e-08,5e-08,gaussian,0.2758647802050893,0.7474935457234415,0.0,-4.246117678422378e-05,2.9210598743305837e-05,5e-08,5e-08,55.148214460392076,55.148214460392076
228,1.581783094815397e-06,5.2854847196568554e-05,5e-08,5e-08,gaussian,0.3297650969839183,0.8276439590826886,0.0,-4.8517012876584235e-05,-2.1029416812289735e-05,5e-08,5e-08,-64.85178553960785,-64.85178553960785
229,-2.1968279323865676e-06,-1.915641973407692e-05,5e-08,5e-08,gaussian,0.3124062642405946,0.9094316730124009,0.0,-4.9534200308428595e-06,-1.8634862489181137e-05,5e-08,5e-08,-8.343822178839844,-8.343822178839844
230,-1.907812178588566e-06,-9.158336429250451e-05,5e-08,5e-08,gaussian,0.2673776576083483,0.7810860463978672,0.0,-9.107399887398145e-05,9.832552646408023e-06,5e-08,5e-08,85.03146653651959,85.03146653651959
231,2.38725514149756e-06,-2.8380053321780716e-05,5e-08,5e-08,gaussian,0.2796569994190748,0.5939918525240114,0.0,-9.84501934733407e-06,-2.6724558138692233e-05,5e-08,5e-08,-25.03146653651956,-25.03146653651956
232,4.611107435861962e-06,3.3368117786254305e-05,5e-08,5e-08,gaussian,0.292832641684461,0.7650729038139337,0.0,2.798480270112055e-07,-3.3684050847013345e-05,5e-08,5e-08,8.343822178839886,8.343822178839886
233,7.203635133258755e-06,5.405174978921085e-05,5e-08,5e-08,gaussian,0.3275594161637223,0.8774331991782889,0.0,3.183662022072903e-05,-4.4270911751731996e-05,5e-08,5e-08,43.312355642320284,43.312355642320284
