idx,combo,run_hew_origin_arcsec,run_hew_best_arcsec,run_hew_opt_arcsec,run_eef90_origin_arcsec,run_eef90_best_arcsec,run_eef90_opt_arcsec,opt_hew_origin_arcsec,opt_hew_best_arcsec,opt_hew_opt_arcsec,opt_eef90_origin_arcsec,opt_eef90_best_arcsec,opt_eef90_opt_arcsec,delta_hew_origin_arcsec,delta_hew_best_arcsec,delta_hew_opt_arcsec,delta_eef90_origin_arcsec,delta_eef90_best_arcsec,delta_eef90_opt_arcsec
1,"{""A_eff"": ""1 keV [row#]"", ""MM_PSF"": ""Fixed Sym Gaussian (sigma_rad=0.05 micron, sigma_azi=0.05 micron)""}",1.866973925197767,2.875963566050345,,2.7157272055168225,3.759863954169593,,1.866973925197767,2.875963566050345,3.8864844658900912,2.7157272055168225,3.759863954169593,4.175471542490615,0.0,0.0,,0.0,0.0,
2,"{""A_eff"": ""1 keV [row#]"", ""MM_PSF"": ""10% Variable Pseudo-Voigt 4.3\"" (alpha 10%)""}",2.497117034399469,2.494615624962838,,4.994866411932213,4.993170003043005,,2.497117034399469,2.494615624962838,1.6956191749980558,4.994866411932213,4.993170003043005,4.091673272776105,0.0,0.0,,0.0,0.0,
