MM #,m_rad,m_azi,sigma_rad,sigma_azi,distribution,alpha_azi,alpha_rad,weight,mux,muy,sigmax,sigmay
119,3.040701367742828e-06,-7.004907942513871e-06,5e-08,5e-08,gaussian,0.2848467950105126,0.7180607770419679,0.0,6.192029831316814e-05,-3.022232560175872e-06,5e-08,5e-08
120,-6.951088699226003e-06,-4.24939502130482e-06,5e-08,5e-08,gaussian,0.2453295513386381,0.7555617393212745,0.0,-4.843494921709531e-06,-1.583048155527583e-05,5e-08,5e-08
121,-1.1729112951879609e-06,1.940374115388864e-05,5e-08,5e-08,gaussian,0.2837712409659842,0.8063883254251148,0.0,5.1794663241934876e-05,9.683416335649433e-07,5e-08,5e-08
122,-7.317134427060669e-07,1.412583457927564e-05,5e-08,5e-08,gaussian,0.2680881514449859,0.6053904100091515,0.0,2.0653693272560287e-05,4.458169759849887e-06,5e-08,5e-08
123,-8.564828720319772e-07,-3.0355956220057247e-05,5e-08,5e-08,gaussian,0.2768312918677576,0.9446118930678673,0.0,-1.7800048294474674e-05,-4.0659704271676e-05,5e-08,5e-08
124,-4.840819397710583e-06,-6.70873614454038e-05,5e-08,5e-08,gaussian,0.2699651165963634,0.8358658485644725,0.0,2.8475633406534133e-05,-6.947225944955455e-05,5e-08,5e-08
125,5.2674792997528754e-06,1.4387145918646059e-06,5e-08,5e-08,gaussian,0.2950657973890427,0.6498930997563689,0.0,-1.7848613098835856e-05,-1.3884250252569482e-05,5e-08,5e-08
126,-1.4958742564738029e-06,2.260143711257309e-05,5e-08,5e-08,gaussian,0.2582404531409684,0.8192889815480853,0.0,4.818536785926264e-05,4.80427432775721e-06,5e-08,5e-08
127,-2.6119954388754068e-06,8.119395319739536e-05,5e-08,5e-08,gaussian,0.2885232921645734,0.6767572757554263,0.0,4.796071880913855e-05,6.469439670556571e-05,5e-08,5e-08
128,8.770534702755505e-08,1.7864380702593894e-05,5e-08,5e-08,gaussian,0.3184346914045065,0.7102790425775959,0.0,3.380540059919114e-05,6.092880833463087e-06,5e-08,5e-08
129,-5.939809710154658e-07,-4.473387841167053e-05,5e-08,5e-08,gaussian,0.3383852554604482,0.7537004670107448,0.0,-2.236538290465201e-06,-4.815896314948896e-05,5e-08,5e-08
130,-2.196427079017922e-06,-8.664035921052389e-05,5e-08,5e-08,gaussian,0.295640572190374,0.6780966626806428,0.0,4.0931563416948314e-05,-8.48283295087932e-05,5e-08,5e-08
131,-1.493457097092371e-06,-1.141082779030673e-06,5e-08,5e-08,gaussian,0.2374924633210727,0.7500521963879623,0.0,-1.2002027427194913e-06,-1.6485328165240752e-05,5e-08,5e-08
132,-5.89225898065097e-06,-9.944164810257155e-06,5e-08,5e-08,gaussian,0.2895171943677843,0.8088778176130464,0.0,-5.037684701006745e-05,-2.780703631936517e-05,5e-08,5e-08
133,-8.70185387155544e-06,3.861371125929154e-05,5e-08,5e-08,gaussian,0.2661255429999109,0.757246373383392,0.0,-1.6279282765597342e-05,2.6599100417152967e-05,5e-08,5e-08
134,9.373114435974043e-06,8.539005318423061e-05,5e-08,5e-08,gaussian,0.3018801799294146,0.795954196020353,0.0,5.2324850854623814e-05,6.74954916857728e-05,5e-08,5e-08
135,-8.567203551995452e-07,2.6949375817645717e-05,5e-08,5e-08,gaussian,0.3118417068723603,0.9231153337579067,0.0,3.144793601453857e-06,3.134767641379131e-05,5e-08,5e-08
136,-6.734610919663165e-06,-6.166437115730012e-05,5e-08,5e-08,gaussian,0.3072198146136699,0.8585161964306853,0.0,4.1849287141558725e-05,-4.5467533727718634e-05,5e-08,5e-08
137,3.91077664450815e-06,-0.0001049195835793978,5e-08,5e-08,gaussian,0.2735692488891946,0.7047192423217845,0.0,-2.3751107547236e-05,-0.00012438518162042795,5e-08,5e-08
138,-2.2569746497194312e-06,-1.9506833733041257e-05,5e-08,5e-08,gaussian,0.2985251759839044,0.7996909452287609,0.0,3.1106703935116166e-06,-3.711003675797157e-05,5e-08,5e-08
139,2.971675429776499e-06,-7.547935431770569e-06,5e-08,5e-08,gaussian,0.3020448582222819,0.7046668369051621,0.0,2.3284262260873885e-05,-2.860234794411651e-05,5e-08,5e-08
140,-1.131925290910694e-06,3.9140132902218515e-05,5e-08,5e-08,gaussian,0.2895821788486961,0.8038913545088563,0.0,5.393430818676975e-05,1.4042036148811445e-05,5e-08,5e-08
141,2.410253331427267e-06,0.00010067889248469556,5e-08,5e-08,gaussian,0.2805367840553009,0.6494528898797615,0.0,1.9938260892314128e-05,9.178399033171205e-05,5e-08,5e-08
142,4.380207552749506e-06,1.340057234535358e-05,5e-08,5e-08,gaussian,0.2629940735330104,0.8204026046985667,0.0,3.0424846273431003e-06,1.6601536352993952e-05,5e-08,5e-08
143,-1.695693909534174e-06,-2.3594284839326846e-05,5e-08,5e-08,gaussian,0.2493231525796108,0.8652129286476755,0.0,-6.463146895406042e-06,-2.7268400407478628e-05,5e-08,5e-08
144,7.033727659368734e-06,-8.819956283366019e-05,5e-08,5e-08,gaussian,0.2815946553707415,0.7926563841446937,0.0,4.73907787248603e-05,-8.713134294839638e-05,5e-08,5e-08
145,-1.060005990449673e-05,-1.8419741100118747e-05,5e-08,5e-08,gaussian,0.2921706228176597,0.8752946032804932,0.0,1.7690186131333408e-06,-3.903344410538434e-05,5e-08,5e-08
146,2.112901431984947e-07,-3.3230409498550485e-05,5e-08,5e-08,gaussian,0.2950071421957246,0.8676946148043576,0.0,-2.0799604159895254e-05,-5.74107588726611e-05,5e-08,5e-08
147,-2.0217780355438505e-06,5.673328201968971e-05,5e-08,5e-08,gaussian,0.3139531255455807,0.8474827705006593,0.0,9.847049979701863e-05,2.2308514378769976e-05,5e-08,5e-08
148,3.191354207594364e-06,8.957129104034333e-05,5e-08,5e-08,gaussian,0.2994258457956763,0.8575397018610421,0.0,6.36811749747011e-05,6.505630421526917e-05,5e-08,5e-08
149,-3.0439043959073228e-06,2.982400694881168e-05,5e-08,5e-08,gaussian,0.3122780599669844,0.6739728412636987,0.0,2.4398747714527005e-05,2.3055605620698934e-05,5e-08,5e-08
150,1.651617195610491e-06,-3.0940887775568572e-06,5e-08,5e-08,gaussian,0.282734426242036,0.714824121884955,0.0,-3.062923111622744e-05,-1.9155148499905117e-05,5e-08,5e-08
151,7.42707896873007e-07,-5.81356315001257e-05,5e-08,5e-08,gaussian,0.2598440854218882,0.817260399425873,0.0,-6.779564487371341e-05,-9.423790225599939e-05,5e-08,5e-08
152,6.976381966684537e-07,-0.0001132905063781286,5e-08,5e-08,gaussian,0.2478017512513114,0.7882891287622014,0.0,1.5874301766170948e-05,-0.0001352341883628993,5e-08,5e-08
153,-2.7923846544585868e-06,2.0587009327067094e-05,5e-08,5e-08,gaussian,0.3149723619608779,0.7231207463959425,0.0,1.4918509660472271e-05,-6.331720202836024e-06,5e-08,5e-08
154,1.4850952478985251e-06,2.7786134345536938e-05,5e-08,5e-08,gaussian,0.2857115279951287,0.7749220927957969,0.0,7.644624604171186e-05,-4.824942949467908e-06,5e-08,5e-08
155,6.137919318214937e-06,0.00011296120803763095,5e-08,5e-08,gaussian,0.3217041553387907,0.8675945250338677,0.0,-6.848992873407729e-05,0.00010551536250329817,5e-08,5e-08
156,-1.262793055283072e-06,5.800801583076555e-05,5e-08,5e-08,gaussian,0.3179063603066808,0.8191069562005996,0.0,3.102578515062467e-05,3.998861680314538e-05,5e-08,5e-08
157,2.924104025805326e-06,7.302664271691062e-05,5e-08,5e-08,gaussian,0.268414768693245,0.835261628673522,0.0,2.0875973201437344e-05,6.929329906997219e-05,5e-08,5e-08
158,5.489277267599322e-07,-3.110566956149956e-05,5e-08,5e-08,gaussian,0.3134705430915554,0.8569017758767059,0.0,3.185038508748335e-05,-2.355221296911963e-05,5e-08,5e-08
159,-3.598037596035859e-06,-8.460776729475148e-05,5e-08,5e-08,gaussian,0.3381462573989027,0.7711071623524809,0.0,-1.5695571826618975e-05,-0.00010881809744670625,5e-08,5e-08
160,-7.586272628812123e-07,-4.971333303057891e-05,5e-08,5e-08,gaussian,0.2712161378442693,0.763543880231777,0.0,0.00012804457653590163,-5.181877823353286e-05,5e-08,5e-08
161,-1.16154407291287e-06,-7.354450488638542e-06,5e-08,5e-08,gaussian,0.2991487418585891,0.7581105882734461,0.0,-0.00010086069545153134,-4.504219924681772e-05,5e-08,5e-08
162,-1.280600109267921e-06,6.338463931616941e-06,5e-08,5e-08,gaussian,0.2733119111387183,0.674936628083454,0.0,4.323885958882452e-06,-2.491595640887079e-05,5e-08,5e-08
163,-4.599432456102043e-06,4.986462605976142e-05,5e-08,5e-08,gaussian,0.2847130734156788,0.7915134641793973,0.0,5.5483345525449734e-05,1.3721858414228263e-05,5e-08,5e-08
164,-2.269826269913964e-06,6.923195622425217e-05,5e-08,5e-08,gaussian,0.298059156986887,0.7459895942210214,0.0,-7.721681483571636e-05,8.373483036042467e-05,5e-08,5e-08
165,-8.268965393983526e-07,6.518111315233994e-06,5e-08,5e-08,gaussian,0.2510955025018893,0.8802654865298766,0.0,-1.210602051573787e-05,7.70361531340566e-06,5e-08,5e-08
166,2.8990420654401057e-06,-4.6232048773891664e-05,5e-08,5e-08,gaussian,0.2966693319098497,0.7472533423545831,0.0,0.00010579409240367741,-5.019272393517953e-06,5e-08,5e-08
167,-9.434681004586854e-06,-0.00011880170842026757,5e-08,5e-08,gaussian,0.3111858639255905,0.8048533998122825,0.0,0.0001870772115342831,-7.715057348042782e-05,5e-08,5e-08
168,-1.8370905185064989e-06,-0.00010353142941269927,5e-08,5e-08,gaussian,0.3257051459721748,0.8034880193385695,0.0,1.1690629949539655e-05,-0.00013048570445439944,5e-08,5e-08
169,2.574664803955171e-06,-1.0909732525881253e-05,5e-08,5e-08,gaussian,0.3369302249503734,0.808075117018397,0.0,0.0001074243335293071,-3.7171092326437064e-05,5e-08,5e-08
170,3.152881749821239e-06,4.007661761798688e-05,5e-08,5e-08,gaussian,0.2575312444294977,0.7902678967832975,0.0,-8.55341088442115e-05,1.29624685325859e-05,5e-08,5e-08
171,-5.615724220107428e-06,5.523266783640616e-05,5e-08,5e-08,gaussian,0.3264066499852396,0.8676829440258785,0.0,-4.948465181563421e-06,3.0148595618180008e-05,5e-08,5e-08
172,6.9188021050313665e-06,0.00013062783341284955,5e-08,5e-08,gaussian,0.2897205642132952,0.738500800345655,0.0,4.5986039514941466e-05,0.00010810895701198614,5e-08,5e-08
173,-2.712169496921137e-06,4.8477941088259516e-05,5e-08,5e-08,gaussian,0.3202313573183465,0.5409811091536167,0.0,2.5015973153874433e-05,3.6329036547512064e-05,5e-08,5e-08
174,-1.8671928254664928e-06,2.4477800099333713e-05,5e-08,5e-08,gaussian,0.3404879439594564,0.7459507740928875,0.0,2.3923458916969748e-05,3.3652854999296944e-05,5e-08,5e-08
175,-1.0796778389916579e-07,-3.878332540687958e-05,5e-08,5e-08,gaussian,0.2735141315390736,0.699303609191963,0.0,3.770083878864204e-05,-3.939453104653082e-05,5e-08,5e-08
176,-3.257709977139065e-06,-4.8060446692377644e-05,5e-08,5e-08,gaussian,0.2849049842112414,0.9068936114288917,0.0,3.753417073585591e-05,-6.274072058116442e-05,5e-08,5e-08
177,-2.969529256575868e-06,-7.851217794162218e-06,5e-08,5e-08,gaussian,0.2518894433391807,0.7275229202813338,0.0,-0.00011798902877935948,-5.298505053101906e-05,5e-08,5e-08
178,-3.2818944962193856e-06,-3.345249186255677e-05,5e-08,5e-08,gaussian,0.3000462585081994,0.7398980285108236,0.0,8.014071226314545e-05,-6.747735771381933e-05,5e-08,5e-08
179,-5.203938268823017e-07,2.7793411536331197e-05,5e-08,5e-08,gaussian,0.306697741434241,0.7984951178659788,0.0,-6.136292355463826e-05,4.387378584468065e-06,5e-08,5e-08
180,-6.590352334802165e-07,0.00010805471599751993,5e-08,5e-08,gaussian,0.3277630558084159,0.7397061289306069,0.0,8.332831303890418e-05,6.98942294498873e-05,5e-08,5e-08
181,5.45882530864574e-07,9.152649039799494e-05,5e-08,5e-08,gaussian,0.2863656530305818,0.7591942703841055,0.0,7.889322354367353e-05,5.8093212855396646e-05,5e-08,5e-08
182,-4.756650631727569e-06,8.134131305489588e-05,5e-08,5e-08,gaussian,0.3255551909466199,0.781922066705546,0.0,-1.199790988213715e-05,9.080430445119027e-05,5e-08,5e-08
183,-1.904347226957313e-06,-5.9239216479296884e-05,5e-08,5e-08,gaussian,0.2633822068180074,0.7909726533838346,0.0,-0.000129588718817134,-0.00012627387240424017,5e-08,5e-08
184,6.298179694736935e-07,-0.00010847053781700042,5e-08,5e-08,gaussian,0.3172688678519182,0.7313968471198508,0.0,0.0001287952648875722,-7.065155508840813e-05,5e-08,5e-08
185,-2.4858753159656973e-06,-0.0001560146551266009,5e-08,5e-08,gaussian,0.2718382018837261,0.8237445111220818,0.0,0.00017870880659091003,-0.00013228688268262782,5e-08,5e-08
186,2.3365629477067335e-06,-5.06704571274166e-05,5e-08,5e-08,gaussian,0.2478778480139474,0.7418926247328917,0.0,-4.5848134093057634e-05,-8.440541903673252e-05,5e-08,5e-08
187,5.029644936832785e-06,5.319718276991464e-05,5e-08,5e-08,gaussian,0.2846280376868199,0.5441427947965266,0.0,7.35594041033521e-05,1.9884906584335555e-05,5e-08,5e-08
188,1.899391907328559e-06,0.00012176491477961013,5e-08,5e-08,gaussian,0.3087554759038496,0.8600137324439135,0.0,0.00012405824819476262,8.223812822901492e-05,5e-08,5e-08
189,-5.756381812800614e-06,0.00013638178609735454,5e-08,5e-08,gaussian,0.2720308531560229,0.8522794509970667,0.0,0.00017168412746858638,9.021256861261219e-05,5e-08,5e-08
190,-4.405559185541229e-06,0.0001439904121996695,5e-08,5e-08,gaussian,0.2977588568245613,0.8034168902892246,0.0,5.851690690759481e-05,0.00013526793036416616,5e-08,5e-08
191,-2.762245493612227e-06,2.772573681864326e-05,5e-08,5e-08,gaussian,0.2840878197280211,0.8237945691375567,0.0,-8.448149230157319e-06,4.1868251307917665e-05,5e-08,5e-08
192,4.90963871311613e-06,-8.042284645513709e-05,5e-08,5e-08,gaussian,0.3471409215198832,0.8557230020719604,0.0,1.0152893422095122e-05,-8.11960436987024e-05,5e-08,5e-08
193,2.442410502908526e-06,-0.00010510330767009026,5e-08,5e-08,gaussian,0.2801381927653251,0.7801670447899328,0.0,7.272734439188964e-05,-9.129360986000986e-05,5e-08,5e-08
194,9.022212850873467e-08,-7.69954946322158e-05,5e-08,5e-08,gaussian,0.3094918132254053,0.843796840466795,0.0,-5.0177021369897474e-05,-0.00010809453331243314,5e-08,5e-08
195,-1.301591665159795e-06,-7.260509886846894e-05,5e-08,5e-08,gaussian,0.2539104244188383,0.8751084676239227,0.0,-6.255077753853654e-05,-0.00010918905918602095,5e-08,5e-08
196,2.276041882317306e-06,4.281055457150551e-05,5e-08,5e-08,gaussian,0.2592881045193118,0.743272712955057,0.0,-5.41153442678956e-05,1.012175362573895e-05,5e-08,5e-08
197,9.731557978787943e-07,0.00013496858467691941,5e-08,5e-08,gaussian,0.3480972708373919,0.5248736498503735,0.0,0.00011499927557170475,9.545985441694926e-05,5e-08,5e-08
198,1.706132425232369e-06,0.00012806429217207,5e-08,5e-08,gaussian,0.3142914126507941,0.7824092392386751,0.0,0.00018954650022223946,7.285711032109682e-05,5e-08,5e-08
199,3.264169657262491e-06,7.387570844890794e-05,5e-08,5e-08,gaussian,0.3077522804592231,0.76837788676077,0.0,-3.883416256366727e-06,7.724414457195724e-05,5e-08,5e-08
200,6.385531337184588e-06,-7.940688434404756e-06,5e-08,5e-08,gaussian,0.2477291314843198,0.7387770282420337,0.0,-5.794950700470412e-05,2.5725602828804417e-05,5e-08,5e-08
201,1.5740068401702707e-07,-1.757106741728303e-05,5e-08,5e-08,gaussian,0.249970344006372,0.8081160285667524,0.0011432763066666666,3.177629121109278e-06,-2.291198602564974e-05,5e-08,5e-08
202,2.5329536154295682e-06,-2.0741359905150858e-05,5e-08,5e-08,gaussian,0.2718605210343082,0.7702547101696259,0.0011432763066666666,-2.1301045580640172e-05,-6.033128796399139e-06,5e-08,5e-08
203,-3.2851028946804723e-07,2.5189851843462453e-05,5e-08,5e-08,gaussian,0.306412983574331,0.7653000418234982,0.0011432763066666666,1.3928986206277271e-05,3.176769928296461e-05,5e-08,5e-08
204,-7.699606159225422e-07,1.4289876097328756e-05,5e-08,5e-08,gaussian,0.3322240750859294,0.7105676625560006,0.0011432763066666666,1.660756162124861e-05,5.914564917235444e-07,5e-08,5e-08
205,1.497017081556158e-06,-1.7902756397670497e-05,5e-08,5e-08,gaussian,0.2944938700058825,0.769582232820099,0.0,1.0412780605333727e-05,-3.0151758282034267e-05,5e-08,5e-08
206,1.2598594003634499e-06,-1.9346962961406314e-05,5e-08,5e-08,gaussian,0.3221692748299129,0.8868445847905165,0.0,4.677916984251365e-06,-4.051789452326121e-05,5e-08,5e-08
207,-1.085361968134635e-06,3.539316263512951e-05,5e-08,5e-08,gaussian,0.2904579120431857,0.7343087211695918,0.0,2.180516913598137e-05,3.523106317562219e-05,5e-08,5e-08
208,-2.002327441297939e-07,1.0964151229202413e-05,5e-08,5e-08,gaussian,0.2909440619131256,0.712561673357996,0.0,1.2159259509747745e-05,2.356957340186576e-06,5e-08,5e-08
209,-1.024210911267961e-05,-1.103328100796286e-05,5e-08,5e-08,gaussian,0.2952960394611291,0.7753757937259688,0.0,-2.2706940676249794e-05,2.589922811341335e-06,5e-08,5e-08
210,-1.5481289435747389e-06,-1.69723575779896e-05,5e-08,5e-08,gaussian,0.2886791745506473,0.7857534755507679,0.0,-2.3752219206548027e-06,-3.288397724520363e-05,5e-08,5e-08
211,-3.1801991782036147e-06,-3.961606899897628e-06,5e-08,5e-08,gaussian,0.2810633585814659,0.6609326435742935,0.0,-1.462727575379899e-05,1.119658177199913e-05,5e-08,5e-08
212,1.023313424925425e-06,6.203352281562696e-06,5e-08,5e-08,gaussian,0.3135451034318701,0.7843395274629469,0.0,9.934064835741739e-06,-2.882142812459727e-05,5e-08,5e-08
213,3.074757401221399e-06,-4.6759368998423984e-05,5e-08,5e-08,gaussian,0.3068188273035891,0.7237676231049543,0.0,2.049708583319298e-05,-7.636316794431045e-05,5e-08,5e-08
214,2.0691022075104423e-06,-9.805651284414037e-06,5e-08,5e-08,gaussian,0.2836011258284813,0.7626260306431718,0.0,3.2802067917923607e-05,-6.0315324414125244e-05,5e-08,5e-08
215,8.584228435970098e-07,7.597167471865753e-06,5e-08,5e-08,gaussian,0.2490506170814926,0.6845282198691147,0.0,4.947683738056426e-06,-8.323714857058581e-06,5e-08,5e-08
216,2.124143628695668e-06,1.732195523092927e-05,5e-08,5e-08,gaussian,0.3135677297732113,0.7699504087743112,0.0,-2.498223693415852e-06,4.433244194665777e-05,5e-08,5e-08
217,-1.7474336038096568e-06,1.461982661326019e-05,5e-08,5e-08,gaussian,0.3108342921948332,0.7494974088958146,0.0,1.6002947894718464e-05,-2.2405777227038368e-05,5e-08,5e-08
218,-3.370999151781812e-07,-1.929081387894781e-05,5e-08,5e-08,gaussian,0.3155759946264294,0.781691726391336,0.0,3.043937300250118e-06,-2.8392613325163553e-05,5e-08,5e-08
219,-5.873614101043273e-06,-1.3603485196134233e-05,5e-08,5e-08,gaussian,0.2893987782116624,0.6966650582864461,0.0,7.766888981258998e-06,-4.000226096438755e-05,5e-08,5e-08
220,8.754413097751483e-07,-2.5474693962716963e-05,5e-08,5e-08,gaussian,0.2710710062698206,0.8042339068392566,0.0,-1.8328407784131174e-05,-4.0826569707785794e-05,5e-08,5e-08
221,-2.85185848878204e-06,5.2425980700196046e-05,5e-08,5e-08,gaussian,0.2952435415323075,0.8238315986598237,0.0,3.7923353833544634e-05,2.842933798836888e-05,5e-08,5e-08
222,6.248360308229436e-06,3.6800888879829e-05,5e-08,5e-08,gaussian,0.322446188493071,0.6968032976441042,0.0,2.9001167029502038e-05,5.635838212834084e-05,5e-08,5e-08
223,8.327919919059424e-06,-1.0288585779259804e-05,5e-08,5e-08,gaussian,0.2657189209914826,0.7938021858857484,0.0,1.6357737724534543e-05,-2.234083692120439e-05,5e-08,5e-08
224,2.119933408197511e-06,-4.866230642115075e-05,5e-08,5e-08,gaussian,0.3281020821211859,0.8427139845816553,0.0,-1.749378101470773e-05,-6.006180476243808e-05,5e-08,5e-08
225,6.224451689589178e-07,-3.861101030990207e-06,5e-08,5e-08,gaussian,0.3169990002339471,0.8704204155745794,0.0,-5.1074319452996586e-05,4.4162505397067006e-05,5e-08,5e-08
226,7.277007889076886e-07,3.803779810230605e-05,5e-08,5e-08,gaussian,0.3299320691148069,0.6599871176831164,0.0,2.0280997079947306e-05,1.4975020065480952e-05,5e-08,5e-08
227,-2.934908848000857e-07,5.1537602543619205e-05,5e-08,5e-08,gaussian,0.2758647802050893,0.7474935457234415,0.0,4.624273880782347e-05,2.7473597013446056e-06,5e-08,5e-08
228,1.581783094815397e-06,5.2854847196568554e-05,5e-08,5e-08,gaussian,0.3297650969839183,0.8276439590826886,0.0,5.351097558976775e-05,1.429044688586907e-05,5e-08,5e-08
229,-2.1968279323865676e-06,-1.915641973407692e-05,5e-08,5e-08,gaussian,0.3124062642405946,0.9094316730124009,0.0,6.312945620669043e-06,-2.452818149585669e-05,5e-08,5e-08
230,-1.907812178588566e-06,-9.158336429250451e-05,5e-08,5e-08,gaussian,0.2673776576083483,0.7810860463978672,0.0,-0.00010191915403140518,-3.7469682040409024e-05,5e-08,5e-08
231,2.38725514149756e-06,-2.8380053321780716e-05,5e-08,5e-08,gaussian,0.2796569994190748,0.5939918525240114,0.0,-4.2008639469899486e-05,-1.5580366179354237e-05,5e-08,5e-08
232,4.611107435861962e-06,3.3368117786254305e-05,5e-08,5e-08,gaussian,0.292832641684461,0.7650729038139337,0.0,1.9291322846439936e-05,-1.7141713454889948e-06,5e-08,5e-08
233,7.203635133258755e-06,5.405174978921085e-05,5e-08,5e-08,gaussian,0.3275594161637223,0.8774331991782889,0.0,4.3474685180442065e-05,-2.809848376486793e-06,5e-08,5e-08
234,-2.9702566076666026e-06,7.740482422730226e-05,5e-08,5e-08,gaussian,0.2830292886325315,0.9168512574695411,0.0,7.524481818834563e-05,-7.067488119298258e-06,5e-08,5e-08
235,-3.8811367642914717e-07,5.1013869816584815e-05,5e-08,5e-08,gaussian,0.3246263349996822,0.9208031092389475,0.0,5.236064328105105e-05,1.8675033929488664e-05,5e-08,5e-08
236,1.487879254202896e-06,-2.1045040116482865e-05,5e-08,5e-08,gaussian,0.282186591145242,0.6658842530924095,0.0,6.307409745788593e-05,-6.632898887026067e-05,5e-08,5e-08
237,4.246254225708285e-06,-0.0001125309818051474,5e-08,5e-08,gaussian,0.2895698421788667,0.7489843086036482,0.0,-8.800310170999654e-05,-8.160061507555717e-05,5e-08,5e-08
238,-1.011818303357063e-06,-1.6716038860369343e-05,5e-08,5e-08,gaussian,0.2744555642271054,0.8776293234513463,0.0,-7.219562079776332e-05,3.64239977265521e-05,5e-08,5e-08
239,2.383652867350034e-06,-1.2137720933382964e-05,5e-08,5e-08,gaussian,0.3134368780326658,0.6106510442875178,0.0,-1.2597915493315916e-05,-4.447293589118927e-05,5e-08,5e-08
240,-4.8272499961223774e-06,4.879834124711905e-05,5e-08,5e-08,gaussian,0.3025176290947885,0.9026202597627234,0.0,1.8694895539776417e-05,3.707589083565879e-05,5e-08,5e-08
241,1.923215459221331e-06,8.149582024805148e-05,5e-08,5e-08,gaussian,0.2844906991718323,0.7466398645155109,0.0,6.353143757793734e-05,5.3139544859713656e-05,5e-08,5e-08
242,1.421380903271707e-07,5.073525628201275e-05,5e-08,5e-08,gaussian,0.285653988395171,0.6687450274027962,0.0,5.4137621929028866e-05,-5.598498787727211e-06,5e-08,5e-08
243,4.040461880284233e-06,-4.143509510805244e-05,5e-08,5e-08,gaussian,0.2838301402689345,0.7623936725078008,0.0,-2.5790933063928007e-05,-3.1221475665631223e-05,5e-08,5e-08
244,-5.53963639162835e-07,-7.453053044834481e-05,5e-08,5e-08,gaussian,0.291766544055136,0.7600554260982373,0.0,-2.980019573217959e-05,-8.712726185133907e-05,5e-08,5e-08
245,-3.942899707799208e-06,-6.176300086799795e-05,5e-08,5e-08,gaussian,0.2720318848308495,0.7047589480943018,0.0,-7.718814791576688e-05,-3.505387185882704e-05,5e-08,5e-08
246,6.424222122598648e-06,3.0190703851771148e-05,5e-08,5e-08,gaussian,0.2448398623712284,0.73702615107917,0.0,3.272745369342891e-05,-4.519001817408282e-05,5e-08,5e-08
247,2.22298184691719e-06,3.24511433686358e-05,5e-08,5e-08,gaussian,0.2571943386212579,0.7332221696540454,0.0,4.1941507561985616e-05,-7.465112592420355e-05,5e-08,5e-08
248,8.267771477603928e-06,0.00010532632317508346,5e-08,5e-08,gaussian,0.2952645595944558,0.8088829248311445,0.0,0.00011005665638652576,-4.979123217142136e-05,5e-08,5e-08
249,5.301281447426308e-06,1.573859566052584e-05,5e-08,5e-08,gaussian,0.3070085649787699,0.8625232905807133,0.0,1.0691032483352356e-05,7.31743817076211e-05,5e-08,5e-08
250,4.8753710375466046e-06,-4.800086622491038e-05,5e-08,5e-08,gaussian,0.3225599246945432,0.7774081412198669,0.0,-2.02282123617334e-05,-4.6786747330093136e-05,5e-08,5e-08
251,6.786243531961609e-07,-4.967836523283899e-05,5e-08,5e-08,gaussian,0.3386126343161021,0.6824578085457004,0.0,-3.808580421760753e-05,-4.7512734440199495e-05,5e-08,5e-08
252,-1.8962173774521688e-06,-9.616948499561326e-05,5e-08,5e-08,gaussian,0.2495231981041171,0.5784027279307729,0.0,-0.00012839786156963737,-3.422491878056515e-05,5e-08,5e-08
253,1.971064119795209e-06,1.6688766592176707e-05,5e-08,5e-08,gaussian,0.2929197463778469,0.713084585774685,0.0,-2.3754146555425947e-05,1.4634084626905997e-05,5e-08,5e-08
254,7.399762270880296e-06,4.478326771484059e-05,5e-08,5e-08,gaussian,0.3208159461604117,0.6941104213916899,0.0,8.099898461213263e-05,-0.00012701739042555568,5e-08,5e-08
255,-5.478581063300016e-06,7.591758323996029e-05,5e-08,5e-08,gaussian,0.3069328279281213,0.8843962908689844,0.0,4.066612651071369e-05,4.28056713238166e-05,5e-08,5e-08
256,-2.197212857877022e-08,0.00011611049601327632,5e-08,5e-08,gaussian,0.3099437047300403,0.5757768079664805,0.0,8.489147544319139e-05,0.00010830552297709972,5e-08,5e-08
257,-3.062481363384701e-06,2.7661944942602395e-05,5e-08,5e-08,gaussian,0.2936878186580649,0.7079637109283543,0.0,1.9947759935069642e-05,7.83766398946631e-05,5e-08,5e-08
258,-3.8022182196207806e-06,-8.030913511475412e-05,5e-08,5e-08,gaussian,0.3029904628006163,0.8759599220564116,0.0,-6.425290933371082e-05,-6.016109796177962e-05,5e-08,5e-08
259,1.1115984873495339e-06,-4.354627196725083e-05,5e-08,5e-08,gaussian,0.2406197056481517,0.6407433013687484,0.0,-3.102154210492013e-05,-5.13067998399659e-05,5e-08,5e-08
260,-1.9508033744402337e-06,-9.225769941849723e-05,5e-08,5e-08,gaussian,0.2984501651617109,0.7113808806695251,0.0,-0.00012792140006832018,-3.4578709410783386e-05,5e-08,5e-08
261,1.2210941770635798e-06,-3.8029995465949416e-05,5e-08,5e-08,gaussian,0.2580952270120438,0.7917610775062093,0.0,-0.00011166397497984654,4.114025589076851e-05,5e-08,5e-08
262,5.5878539978340735e-06,1.0851151824404816e-05,5e-08,5e-08,gaussian,0.2911806230929137,0.7089788893037682,0.0,-6.332863910487796e-05,8.034480635758964e-05,5e-08,5e-08
263,-1.3067400682370148e-06,4.930708797292114e-05,5e-08,5e-08,gaussian,0.2514924641337018,0.7226601965934932,0.0,1.1195230188826195e-05,3.588700516680339e-05,5e-08,5e-08
