MM #,m_rad,m_azi,sigma_rad,sigma_azi,distribution,alpha_azi,alpha_rad,weight,mux,muy,sigmax,sigmay
77,-2.999665502439275e-06,-7.721344360894144e-05,5e-08,5e-08,gaussian,0.2655573261792257,0.810423205940342,0.0,0.00010382868971956711,-2.4823589293964865e-05,5e-08,5e-08
78,1.304744447146972e-06,-4.3839298213483475e-06,5e-08,5e-08,gaussian,0.2766978940383274,0.8165100176594445,0.0,-4.347755282857094e-05,-0.0001459980013138898,5e-08,5e-08
79,2.2110398760301e-06,5.5458312952906994e-05,5e-08,5e-08,gaussian,0.2791065450700332,0.8950485915361436,0.0,2.6397693458998647e-05,8.07889327504379e-05,5e-08,5e-08
80,-4.126025794539042e-06,0.00010406362252327486,5e-08,5e-08,gaussian,0.2864624319089646,0.8593895477670251,0.0,4.183651132711277e-07,0.00012309080905575017,5e-08,5e-08
81,-2.556802185758415e-06,0.000122721861619031,5e-08,5e-08,gaussian,0.3292054467154034,0.6497066162866663,0.0,-9.764534732157992e-05,6.51237230193856e-05,5e-08,5e-08
82,-2.5000667486111818e-06,-1.2492767571858892e-05,5e-08,5e-08,gaussian,0.3218534252097113,0.735188470287858,0.0,0.00010541112874282879,5.008455534107696e-05,5e-08,5e-08
83,-4.6771204200366795e-06,9.439390778244406e-07,5e-08,5e-08,gaussian,0.3492490324893227,0.8476114512054346,0.0,-9.83070576742807e-06,-6.294156343551705e-05,5e-08,5e-08
84,-6.1785619255537625e-06,-0.00012566864014996982,5e-08,5e-08,gaussian,0.3068598512023778,0.9024561929852948,0.0,0.00011989472947788156,-4.039606748248609e-05,5e-08,5e-08
85,8.526230168750224e-07,-0.00013656252044653107,5e-08,5e-08,gaussian,0.279407282912409,0.6682870596086826,0.0,0.00014596053965007538,-2.55948838436166e-05,5e-08,5e-08
86,2.662377771385281e-06,-6.098876504615581e-05,5e-08,5e-08,gaussian,0.272620178044131,0.6903689765979125,0.0,0.00012813538684363425,8.113636643795474e-05,5e-08,5e-08
87,6.561121336827147e-07,-1.4203918252241828e-05,5e-08,5e-08,gaussian,0.2656695263825486,0.8026483047477173,0.0,9.155131011612372e-06,-7.248916871450195e-05,5e-08,5e-08
88,2.1380005476362358e-06,0.00011000121321647854,5e-08,5e-08,gaussian,0.2957032073415667,0.7350966083387359,0.0,-1.634497290379746e-05,0.00012206777363449502,5e-08,5e-08
89,-4.742510810590119e-06,0.00015740893133081428,5e-08,5e-08,gaussian,0.2764577658609647,0.7753000609188263,0.0,-7.934889595689945e-05,0.00013107172767339796,5e-08,5e-08
90,5.979769195345458e-06,7.362806353240179e-05,5e-08,5e-08,gaussian,0.2912979034542534,0.7814804664587898,0.0,-7.69693609362527e-05,3.294344641773594e-05,5e-08,5e-08
